perimetre,millesime,tarif,rang,taux_taxation,composante_carbone,boucliers_et_aides,prix_quotas_ets,prix_reel_quotas_ets,remboursement_indirect_ets,quantite,unite_tarif,unite_quantite
Carbone,2017,50.094141541,2,44.32068944951394,30.5,0.0,5.77345209116945,5.77345209116945,0.0,0.022458093,euro/tCO2,MtCO2
Carbone,2017,54.549607036,1,54.54960703623464,0.0,0.0,0.0,0.0,0.0,0.087983637,euro/tCO2,MtCO2
Carbone,2017,55.41533091,1,49.64187881854744,30.5,0.0,5.77345209116945,0.0,0.0,0.076828648,euro/tCO2,MtCO2
Carbone,2017,55.41533091,2,49.64187881854744,30.5,0.0,5.77345209116945,5.77345209116945,0.0,0.016258648,euro/tCO2,MtCO2
Carbone,2017,56.248881732,1,56.24888173197353,30.5,0.0,0.0,0.0,0.0,2.022617084,euro/tCO2,MtCO2
Carbone,2017,62.022333823,1,56.24888173197353,30.5,0.0,5.77345209116945,0.0,0.0,0.097429886,euro/tCO2,MtCO2
Carbone,2017,62.022333823,2,56.24888173197353,30.5,0.0,5.77345209116945,5.77345209116945,0.0,0.018544914,euro/tCO2,MtCO2
Carbone,2017,67.679151141,1,67.6791511407912,30.5,0.0,0.0,0.0,0.0,0.183135054,euro/tCO2,MtCO2
Carbone,2017,112.572314666,1,112.5723146657124,0.0,0.0,0.0,0.0,0.0,0.414029825,euro/tCO2,MtCO2
Carbone,2017,146.083079859,1,146.0830798592473,0.0,0.0,0.0,0.0,0.0,2.416484398,euro/tCO2,MtCO2
Carbone,2017,150.788237077,1,150.7882370774595,30.5,0.0,0.0,0.0,0.0,0.914008486,euro/tCO2,MtCO2
Carbone,2017,154.785994604,1,154.7859946038754,0.0,0.0,0.0,0.0,0.0,0.039364656,euro/tCO2,MtCO2
Carbone,2017,160.993320212,1,160.9933202123218,0.0,0.0,0.0,0.0,0.0,20.289172406,euro/tCO2,MtCO2
Carbone,2017,166.437754891,1,166.4377548910836,30.5,0.0,0.0,0.0,0.0,0.560194813,euro/tCO2,MtCO2
Carbone,2017,197.821613884,1,197.8216138844159,30.5,0.0,0.0,0.0,0.0,2.102988018,euro/tCO2,MtCO2
Carbone,2017,202.853820004,1,202.8538200035785,30.5,0.0,0.0,0.0,0.0,68.044842369,euro/tCO2,MtCO2
Carbone,2017,209.89890857,1,209.8989085704062,30.5,0.0,0.0,0.0,0.0,7.854158816,euro/tCO2,MtCO2
Carbone,2017,241.179086374,1,241.1790863739288,30.5,0.0,0.0,0.0,0.0,0.444028177,euro/tCO2,MtCO2
Carbone,2017,242.394792335,1,242.3947923352879,30.5,0.0,0.0,0.0,0.0,0.008235456,euro/tCO2,MtCO2
Carbone,2017,245.034927567,1,245.0349275667408,30.5,0.0,0.0,0.0,0.0,0.101707953,euro/tCO2,MtCO2
Carbone,2017,246.178904747,1,246.1789047468949,30.5,0.0,0.0,0.0,0.0,0.037760443,euro/tCO2,MtCO2
Carbone,2017,248.939867889,1,248.939867889214,30.5,0.0,0.0,0.0,0.0,0.495671257,euro/tCO2,MtCO2
Carbone,2017,252.79881417,1,252.7988141695635,30.5,0.0,0.0,0.0,0.0,0.069178424,euro/tCO2,MtCO2
Carbone,2017,274.853649758,1,274.853649758368,30.5,0.0,0.0,0.0,0.0,6.671070523,euro/tCO2,MtCO2
Carbone,2017,276.239098329,1,276.2390983291222,30.5,0.0,0.0,0.0,0.0,0.191551336,euro/tCO2,MtCO2
Carbone,2017,279.247861714,1,279.2478617137526,30.5,0.0,0.0,0.0,0.0,1.528058264,euro/tCO2,MtCO2
Carbone,2017,280.551566392,1,280.5515663920187,30.5,0.0,0.0,0.0,0.0,0.878283247,euro/tCO2,MtCO2
Carbone,2017,283.698028251,1,283.6980282512289,30.5,0.0,0.0,0.0,0.0,11.528989785,euro/tCO2,MtCO2
Carbone,2017,288.095778841,1,288.0957788411416,30.5,0.0,0.0,0.0,0.0,1.609044978,euro/tCO2,MtCO2
Carbone,2018,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,123.580538635,euro/tCO2,MtCO2
Carbone,2018,0.592499651,1,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.438240754,euro/tCO2,MtCO2
Carbone,2018,0.594729345,1,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.06240156,euro/tCO2,MtCO2
Carbone,2018,3.089304258,1,3.089304257528557,0.0,0.0,0.0,0.0,0.0,0.15667934,euro/tCO2,MtCO2
Carbone,2018,3.272827283,1,3.272827282728273,0.0,0.0,0.0,0.0,0.0,0.03639476,euro/tCO2,MtCO2
Carbone,2018,3.494244773,1,3.494244773314541,0.0,0.0,0.0,0.0,0.0,0.654478458,euro/tCO2,MtCO2
Carbone,2018,3.731656184,1,3.731656184486373,0.0,0.0,0.0,0.0,0.0,0.632024119,euro/tCO2,MtCO2
Carbone,2018,4.08,1,4.08,0.0,0.0,0.0,0.0,0.0,8.52042986,euro/tCO2,MtCO2
Carbone,2018,7.568062775,1,7.568062775089124,0.0,0.0,0.0,0.0,0.0,0.846530032,euro/tCO2,MtCO2
Carbone,2018,7.966381869,1,7.966381868514868,7.0,0.0,0.0,0.0,0.0,0.957086884,euro/tCO2,MtCO2
Carbone,2018,14.386626385,1,14.38662638468962,0.0,0.0,0.0,0.0,0.0,8.650578175,euro/tCO2,MtCO2
Carbone,2018,15.078483452,1,0.0,0.0,0.0,15.07848345205688,0.0,0.0,53.094722518,euro/tCO2,MtCO2
Carbone,2018,15.078483452,2,0.0,0.0,0.0,15.07848345205688,10.74839438367979,4.330089068377088,11.158833239,euro/tCO2,MtCO2
Carbone,2018,15.078483452,3,0.0,0.0,0.0,15.07848345205688,15.07848345205688,0.0,8.913396309,euro/tCO2,MtCO2
Carbone,2018,16.5,1,0.0,0.0,0.0,16.5,0.0,0.0,13.035252735,euro/tCO2,MtCO2
Carbone,2018,18.16778771,1,3.089304257528557,0.0,0.0,15.07848345205688,0.0,0.0,0.166315863,euro/tCO2,MtCO2
Carbone,2018,18.16778771,2,3.089304257528557,0.0,0.0,15.07848345205688,15.07848345205688,0.0,0.03705035,euro/tCO2,MtCO2
Carbone,2018,18.351310735,1,3.272827282728273,0.0,0.0,15.07848345205688,0.0,0.0,0.043867955,euro/tCO2,MtCO2
Carbone,2018,18.351310735,2,3.272827282728273,0.0,0.0,15.07848345205688,15.07848345205688,0.0,0.01476821,euro/tCO2,MtCO2
Carbone,2018,18.572728225,1,3.494244773314541,0.0,0.0,15.07848345205688,0.0,0.0,0.835772193,euro/tCO2,MtCO2
Carbone,2018,18.572728225,2,3.494244773314541,0.0,0.0,15.07848345205688,15.07848345205688,0.0,0.236457317,euro/tCO2,MtCO2
Carbone,2018,22.646546227,1,7.568062775089124,0.0,0.0,15.07848345205688,0.0,0.0,14.364419522,euro/tCO2,MtCO2
Carbone,2018,22.646546227,2,7.568062775089124,0.0,0.0,15.07848345205688,10.74839438367979,4.330089068377088,11.704437802,euro/tCO2,MtCO2
Carbone,2018,22.646546227,3,7.568062775089124,0.0,0.0,15.07848345205688,15.07848345205688,0.0,5.151534257,euro/tCO2,MtCO2
Carbone,2018,29.05,1,29.05,0.0,0.0,0.0,0.0,0.0,11.115712194,euro/tCO2,MtCO2
Carbone,2018,29.82414212,1,29.82414212025254,30.5,0.0,0.0,0.0,0.0,0.928472063,euro/tCO2,MtCO2
Carbone,2018,41.627931353,1,41.6279313528953,44.6,0.0,0.0,0.0,0.0,27.262886863,euro/tCO2,MtCO2
Carbone,2018,42.072454243,1,42.07245424309414,44.6,0.0,0.0,0.0,0.0,15.735684355,euro/tCO2,MtCO2
Carbone,2018,44.711538462,1,44.71153846153846,44.6,0.0,0.0,0.0,0.0,0.106339811,euro/tCO2,MtCO2
Carbone,2018,57.150937695,1,42.07245424309414,44.6,0.0,15.07848345205688,0.0,0.0,1.110258392,euro/tCO2,MtCO2
Carbone,2018,57.150937695,2,42.07245424309414,44.6,0.0,15.07848345205688,15.07848345205688,0.0,0.141610068,euro/tCO2,MtCO2
Carbone,2018,57.609308922,1,57.60930892239853,44.6,0.0,0.0,0.0,0.0,11.341214602,euro/tCO2,MtCO2
Carbone,2018,58.224488579,1,58.2244885787559,44.6,0.0,0.0,0.0,0.0,7.057706945,euro/tCO2,MtCO2
Carbone,2018,59.790021914,1,44.71153846153846,44.6,0.0,15.07848345205688,0.0,0.0,0.383043341,euro/tCO2,MtCO2
Carbone,2018,59.790021914,2,44.71153846153846,44.6,0.0,15.07848345205688,15.07848345205688,0.0,0.064218528,euro/tCO2,MtCO2
Carbone,2018,62.130312193,1,62.1303121929304,44.6,0.0,0.0,0.0,0.0,2.893046528,euro/tCO2,MtCO2
Carbone,2018,67.679151141,1,67.6791511407912,44.6,0.0,0.0,0.0,0.0,0.157554125,euro/tCO2,MtCO2
Carbone,2018,68.578305126,1,68.57830512631837,0.0,0.0,0.0,0.0,0.0,0.136372578,euro/tCO2,MtCO2
Carbone,2018,70.152680861,1,70.1526808612155,44.6,0.0,0.0,0.0,0.0,2.009802333,euro/tCO2,MtCO2
Carbone,2018,73.302972031,1,58.2244885787559,44.6,0.0,15.07848345205688,0.0,0.0,0.265636403,euro/tCO2,MtCO2
Carbone,2018,73.302972031,2,58.2244885787559,44.6,0.0,15.07848345205688,15.07848345205688,0.0,0.06757617,euro/tCO2,MtCO2
Carbone,2018,77.208795645,1,62.1303121929304,44.6,0.0,15.07848345205688,0.0,0.0,0.082963148,euro/tCO2,MtCO2
Carbone,2018,77.208795645,2,62.1303121929304,44.6,0.0,15.07848345205688,15.07848345205688,0.0,0.022544957,euro/tCO2,MtCO2
Carbone,2018,85.231164313,1,70.1526808612155,44.6,0.0,15.07848345205688,0.0,0.0,0.100099372,euro/tCO2,MtCO2
Carbone,2018,85.231164313,2,70.1526808612155,44.6,0.0,15.07848345205688,15.07848345205688,0.0,0.016275564,euro/tCO2,MtCO2
Carbone,2018,112.572314666,1,112.5723146657124,0.0,0.0,0.0,0.0,0.0,0.425695377,euro/tCO2,MtCO2
Carbone,2018,146.083079859,1,146.0830798592473,0.0,0.0,0.0,0.0,0.0,2.417307915,euro/tCO2,MtCO2
Carbone,2018,150.788237077,1,150.7882370774595,44.6,0.0,0.0,0.0,0.0,0.975288027,euro/tCO2,MtCO2
Carbone,2018,154.785994604,1,154.7859946038754,0.0,0.0,0.0,0.0,0.0,0.04437596,euro/tCO2,MtCO2
Carbone,2018,160.993320212,1,160.9933202123218,0.0,0.0,0.0,0.0,0.0,21.430065409,euro/tCO2,MtCO2
Carbone,2018,180.600352583,1,180.6003525834321,44.6,0.0,0.0,0.0,0.0,0.52268426,euro/tCO2,MtCO2
Carbone,2018,221.417069243,1,221.4170692431562,44.6,0.0,0.0,0.0,0.0,1.995847404,euro/tCO2,MtCO2
Carbone,2018,225.442834138,1,225.4428341384863,44.6,0.0,0.0,0.0,0.0,9.812267688,euro/tCO2,MtCO2
Carbone,2018,226.449275362,1,226.4492753623189,44.6,0.0,0.0,0.0,0.0,53.611785864,euro/tCO2,MtCO2
Carbone,2018,233.494363929,1,233.4943639291466,44.6,0.0,0.0,0.0,0.0,7.399261667,euro/tCO2,MtCO2
Carbone,2018,252.989642185,1,252.9896421845575,44.6,0.0,0.0,0.0,0.0,0.079453197,euro/tCO2,MtCO2
Carbone,2018,253.554613936,1,253.5546139359699,44.6,0.0,0.0,0.0,0.0,0.418664284,euro/tCO2,MtCO2
Carbone,2018,254.576943772,1,254.576943771859,44.6,0.0,0.0,0.0,0.0,0.008501183,euro/tCO2,MtCO2
Carbone,2018,257.415254237,1,257.4152542372882,44.6,0.0,0.0,0.0,0.0,0.10870889,euro/tCO2,MtCO2
Carbone,2018,258.36023675,1,258.3602367500673,44.6,0.0,0.0,0.0,0.0,0.037322935,euro/tCO2,MtCO2
Carbone,2018,260.556228141,1,260.5562281409739,44.6,0.0,0.0,0.0,0.0,0.073868774,euro/tCO2,MtCO2
Carbone,2018,261.121199892,1,261.1211998923864,44.6,0.0,0.0,0.0,0.0,0.386482395,euro/tCO2,MtCO2
Carbone,2018,264.981840194,1,264.9818401937047,44.6,0.0,0.0,0.0,0.0,0.065484632,euro/tCO2,MtCO2
Carbone,2018,288.313251165,1,288.3132511650724,44.6,0.0,0.0,0.0,0.0,1.229419653,euro/tCO2,MtCO2
Carbone,2018,288.957106941,1,288.9571069413785,44.6,0.0,0.0,0.0,0.0,6.478205005,euro/tCO2,MtCO2
Carbone,2018,290.122179299,1,290.1221792985038,44.6,0.0,0.0,0.0,0.0,0.20364825,euro/tCO2,MtCO2
Carbone,2018,293.356788079,1,293.3567880794702,44.6,0.0,0.0,0.0,0.0,1.682107835,euro/tCO2,MtCO2
Carbone,2018,294.433713515,1,294.4337135148393,44.6,0.0,0.0,0.0,0.0,0.894081443,euro/tCO2,MtCO2
Carbone,2018,296.936319598,1,296.9363195977434,44.6,0.0,0.0,0.0,0.0,1.769547339,euro/tCO2,MtCO2
Carbone,2018,297.580175374,1,297.5801753740496,44.6,0.0,0.0,0.0,0.0,9.258294834,euro/tCO2,MtCO2
Carbone,2018,301.979856512,1,301.9798565121413,44.6,0.0,0.0,0.0,0.0,1.568702845,euro/tCO2,MtCO2
Carbone,2019,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,124.224597932,euro/tCO2,MtCO2
Carbone,2019,0.592499651,1,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.441064169,euro/tCO2,MtCO2
Carbone,2019,0.594729345,1,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.06240156,euro/tCO2,MtCO2
Carbone,2019,3.089304258,1,3.089304257528557,0.0,0.0,0.0,0.0,0.0,0.156572031,euro/tCO2,MtCO2
Carbone,2019,3.272827283,1,3.272827282728273,0.0,0.0,0.0,0.0,0.0,0.030545776,euro/tCO2,MtCO2
Carbone,2019,3.494244773,1,3.494244773314541,0.0,0.0,0.0,0.0,0.0,0.452126319,euro/tCO2,MtCO2
Carbone,2019,3.731656184,1,3.731656184486373,0.0,0.0,0.0,0.0,0.0,0.692284928,euro/tCO2,MtCO2
Carbone,2019,4.08,1,4.08,0.0,0.0,0.0,0.0,0.0,8.52042986,euro/tCO2,MtCO2
Carbone,2019,7.568062775,1,7.568062775089124,0.0,0.0,0.0,0.0,0.0,1.028541354,euro/tCO2,MtCO2
Carbone,2019,7.966381869,1,7.966381868514868,7.0,0.0,0.0,0.0,0.0,1.132787241,euro/tCO2,MtCO2
Carbone,2019,14.386649356,1,14.38664935624113,0.0,0.0,0.0,0.0,0.0,8.732657831,euro/tCO2,MtCO2
Carbone,2019,16.5,1,0.0,0.0,0.0,16.5,0.0,0.0,11.327044113,euro/tCO2,MtCO2
Carbone,2019,24.646124974,1,0.0,0.0,0.0,24.64612497422322,0.0,0.0,48.163230026,euro/tCO2,MtCO2
Carbone,2019,24.646124974,2,0.0,0.0,0.0,24.64612497422322,24.64612497422322,0.0,11.794074632,euro/tCO2,MtCO2
Carbone,2019,24.646124974,3,0.0,0.0,0.0,24.64612497422322,13.33726238518056,11.30886258904266,3.189936214,euro/tCO2,MtCO2
Carbone,2019,26.899220118,1,26.89922011787652,14.27802993722839,0.0,0.0,0.0,0.0,1.828753712,euro/tCO2,MtCO2
Carbone,2019,27.196016771,1,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,1.099111074,euro/tCO2,MtCO2
Carbone,2019,27.735429232,1,3.089304257528557,0.0,0.0,24.64612497422322,0.0,0.0,0.144492429,euro/tCO2,MtCO2
Carbone,2019,27.735429232,2,3.089304257528557,0.0,0.0,24.64612497422322,24.64612497422322,0.0,0.031534591,euro/tCO2,MtCO2
Carbone,2019,27.918952257,1,3.272827282728273,0.0,0.0,24.64612497422322,0.0,0.0,0.025084697,euro/tCO2,MtCO2
Carbone,2019,27.918952257,2,3.272827282728273,0.0,0.0,24.64612497422322,24.64612497422322,0.0,0.009413363,euro/tCO2,MtCO2
Carbone,2019,28.140369748,1,3.494244773314541,0.0,0.0,24.64612497422322,0.0,0.0,0.410387305,euro/tCO2,MtCO2
Carbone,2019,28.140369748,2,3.494244773314541,0.0,0.0,24.64612497422322,24.64612497422322,0.0,0.106264596,euro/tCO2,MtCO2
Carbone,2019,29.05,1,29.05,0.0,0.0,0.0,0.0,0.0,11.71971235,euro/tCO2,MtCO2
Carbone,2019,29.82414212,1,29.82414212025254,30.5,0.0,0.0,0.0,0.0,0.898505152,euro/tCO2,MtCO2
Carbone,2019,32.214187749,1,7.568062775089124,0.0,0.0,24.64612497422322,24.64612497422322,0.0,12.963852801,euro/tCO2,MtCO2
Carbone,2019,32.214187749,2,7.568062775089124,0.0,0.0,24.64612497422322,0.0,0.0,12.53615706,euro/tCO2,MtCO2
Carbone,2019,32.214187749,3,7.568062775089124,0.0,0.0,24.64612497422322,13.33726238518056,11.30886258904266,5.829538485,euro/tCO2,MtCO2
Carbone,2019,41.613307459,1,41.61330745944885,44.6,0.0,0.0,0.0,0.0,26.834631851,euro/tCO2,MtCO2
Carbone,2019,42.072454243,1,42.07245424309414,44.6,0.0,0.0,0.0,0.0,15.704854354,euro/tCO2,MtCO2
Carbone,2019,44.711538462,1,44.71153846153846,44.6,0.0,0.0,0.0,0.0,0.109475075,euro/tCO2,MtCO2
Carbone,2019,51.842141746,1,27.19601677148847,14.27802993722839,0.0,24.64612497422322,0.0,0.0,0.380759291,euro/tCO2,MtCO2
Carbone,2019,51.842141746,2,27.19601677148847,14.27802993722839,0.0,24.64612497422322,24.64612497422322,0.0,0.075707018,euro/tCO2,MtCO2
Carbone,2019,57.589070771,1,57.58907077056574,44.6,0.0,0.0,0.0,0.0,10.611473211,euro/tCO2,MtCO2
Carbone,2019,58.224488579,1,58.2244885787559,44.6,0.0,0.0,0.0,0.0,6.715215157,euro/tCO2,MtCO2
Carbone,2019,61.781338621,1,61.78133862114272,44.6,0.0,0.0,0.0,0.0,2.946240422,euro/tCO2,MtCO2
Carbone,2019,66.718579217,1,42.07245424309414,44.6,0.0,24.64612497422322,0.0,0.0,0.810647273,euro/tCO2,MtCO2
Carbone,2019,66.718579217,2,42.07245424309414,44.6,0.0,24.64612497422322,24.64612497422322,0.0,0.078165631,euro/tCO2,MtCO2
Carbone,2019,68.578305126,1,68.57830512631837,0.0,0.0,0.0,0.0,0.0,0.254032287,euro/tCO2,MtCO2
Carbone,2019,69.357663436,1,44.71153846153846,44.6,0.0,24.64612497422322,0.0,0.0,0.21797471,euro/tCO2,MtCO2
Carbone,2019,69.357663436,2,44.71153846153846,44.6,0.0,24.64612497422322,24.64612497422322,0.0,0.032204727,euro/tCO2,MtCO2
Carbone,2019,70.152680861,1,70.1526808612155,44.6,0.0,0.0,0.0,0.0,1.997221325,euro/tCO2,MtCO2
Carbone,2019,82.870613553,1,58.2244885787559,44.6,0.0,24.64612497422322,0.0,0.0,0.220185226,euro/tCO2,MtCO2
Carbone,2019,82.870613553,2,58.2244885787559,44.6,0.0,24.64612497422322,24.64612497422322,0.0,0.057879946,euro/tCO2,MtCO2
Carbone,2019,84.947589099,1,84.94758909853249,44.6,0.0,0.0,0.0,0.0,0.15055285,euro/tCO2,MtCO2
Carbone,2019,86.427463595,1,61.78133862114272,44.6,0.0,24.64612497422322,0.0,0.0,0.076783911,euro/tCO2,MtCO2
Carbone,2019,86.427463595,2,61.78133862114272,44.6,0.0,24.64612497422322,24.64612497422322,0.0,0.023460681,euro/tCO2,MtCO2
Carbone,2019,94.798805835,1,70.1526808612155,44.6,0.0,24.64612497422322,0.0,0.0,0.133180233,euro/tCO2,MtCO2
Carbone,2019,94.798805835,2,70.1526808612155,44.6,0.0,24.64612497422322,24.64612497422322,0.0,0.018302762,euro/tCO2,MtCO2
Carbone,2019,112.572314666,1,112.5723146657124,0.0,0.0,0.0,0.0,0.0,0.394523778,euro/tCO2,MtCO2
Carbone,2019,146.083079859,1,146.0830798592473,0.0,0.0,0.0,0.0,0.0,2.162964948,euro/tCO2,MtCO2
Carbone,2019,150.788237077,1,150.7882370774595,44.6,0.0,0.0,0.0,0.0,0.952538671,euro/tCO2,MtCO2
Carbone,2019,154.785994604,1,154.7859946038754,0.0,0.0,0.0,0.0,0.0,0.041904416,euro/tCO2,MtCO2
Carbone,2019,160.993320212,1,160.9933202123218,0.0,0.0,0.0,0.0,0.0,20.718170849,euro/tCO2,MtCO2
Carbone,2019,180.536907675,1,180.5369076745275,44.6,0.0,0.0,0.0,0.0,0.5446638,euro/tCO2,MtCO2
Carbone,2019,221.417069243,1,221.4170692431562,44.6,0.0,0.0,0.0,0.0,2.046806401,euro/tCO2,MtCO2
Carbone,2019,225.442834138,1,225.4428341384863,44.6,0.0,0.0,0.0,0.0,9.685681851,euro/tCO2,MtCO2
Carbone,2019,226.449275362,1,226.4492753623189,44.6,0.0,0.0,0.0,0.0,52.695236278,euro/tCO2,MtCO2
Carbone,2019,233.494363929,1,233.4943639291466,44.6,0.0,0.0,0.0,0.0,7.168738765,euro/tCO2,MtCO2
Carbone,2019,252.989642185,1,252.9896421845575,44.6,0.0,0.0,0.0,0.0,0.068080648,euro/tCO2,MtCO2
Carbone,2019,253.554613936,1,253.5546139359699,44.6,0.0,0.0,0.0,0.0,0.361711184,euro/tCO2,MtCO2
Carbone,2019,254.576943772,1,254.576943771859,44.6,0.0,0.0,0.0,0.0,0.00635488,euro/tCO2,MtCO2
Carbone,2019,257.415254237,1,257.4152542372882,44.6,0.0,0.0,0.0,0.0,0.085943902,euro/tCO2,MtCO2
Carbone,2019,258.36023675,1,258.3602367500673,44.6,0.0,0.0,0.0,0.0,0.028204069,euro/tCO2,MtCO2
Carbone,2019,260.556228141,1,260.5562281409739,44.6,0.0,0.0,0.0,0.0,0.050933767,euro/tCO2,MtCO2
Carbone,2019,261.121199892,1,261.1211998923864,44.6,0.0,0.0,0.0,0.0,0.261503522,euro/tCO2,MtCO2
Carbone,2019,264.981840194,1,264.9818401937047,44.6,0.0,0.0,0.0,0.0,0.046110254,euro/tCO2,MtCO2
Carbone,2019,288.313251165,1,288.3132511650724,44.6,0.0,0.0,0.0,0.0,1.487832922,euro/tCO2,MtCO2
Carbone,2019,288.957106941,1,288.9571069413785,44.6,0.0,0.0,0.0,0.0,7.904827986,euro/tCO2,MtCO2
Carbone,2019,290.122179299,1,290.1221792985038,44.6,0.0,0.0,0.0,0.0,0.215005895,euro/tCO2,MtCO2
Carbone,2019,293.356788079,1,293.3567880794702,44.6,0.0,0.0,0.0,0.0,1.878216074,euro/tCO2,MtCO2
Carbone,2019,294.433713515,1,294.4337135148393,44.6,0.0,0.0,0.0,0.0,0.95423374,euro/tCO2,MtCO2
Carbone,2019,296.936319598,1,296.9363195977434,44.6,0.0,0.0,0.0,0.0,1.723252027,euro/tCO2,MtCO2
Carbone,2019,297.580175374,1,297.5801753740496,44.6,0.0,0.0,0.0,0.0,8.847499496,euro/tCO2,MtCO2
Carbone,2019,301.979856512,1,301.9798565121413,44.6,0.0,0.0,0.0,0.0,1.560057179,euro/tCO2,MtCO2
Carbone,2020,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,107.184742021,euro/tCO2,MtCO2
Carbone,2020,0.592499651,1,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.441148925,euro/tCO2,MtCO2
Carbone,2020,0.594729345,1,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.06240156,euro/tCO2,MtCO2
Carbone,2020,3.089304258,1,3.089304257528557,0.0,0.0,0.0,0.0,0.0,0.164496876,euro/tCO2,MtCO2
Carbone,2020,3.272827283,1,3.272827282728273,0.0,0.0,0.0,0.0,0.0,0.029282725,euro/tCO2,MtCO2
Carbone,2020,3.494244773,1,3.494244773314541,0.0,0.0,0.0,0.0,0.0,0.453096356,euro/tCO2,MtCO2
Carbone,2020,3.731656184,1,3.731656184486373,0.0,0.0,0.0,0.0,0.0,0.706216629,euro/tCO2,MtCO2
Carbone,2020,4.08,1,4.08,0.0,0.0,0.0,0.0,0.0,8.52042986,euro/tCO2,MtCO2
Carbone,2020,7.568062775,1,7.568062775089124,0.0,0.0,0.0,0.0,0.0,0.953200065,euro/tCO2,MtCO2
Carbone,2020,7.966381869,1,7.966381868514868,7.0,0.0,0.0,0.0,0.0,2.942375305,euro/tCO2,MtCO2
Carbone,2020,14.386676547,1,14.3866765472155,0.0,0.0,0.0,0.0,0.0,8.81591018,euro/tCO2,MtCO2
Carbone,2020,16.5,1,0.0,0.0,0.0,16.5,0.0,0.0,10.080836181,euro/tCO2,MtCO2
Carbone,2020,24.952500884,1,0.0,0.0,0.0,24.95250088370974,0.0,0.0,42.692043052,euro/tCO2,MtCO2
Carbone,2020,24.952500884,2,0.0,0.0,0.0,24.95250088370974,6.467907153042322,18.48459373066742,5.059977152,euro/tCO2,MtCO2
Carbone,2020,24.952500884,3,0.0,0.0,0.0,24.95250088370974,24.95250088370974,0.0,3.873810289,euro/tCO2,MtCO2
Carbone,2020,26.883706934,1,26.88370693358569,14.27802993722839,0.0,0.0,0.0,0.0,1.753552768,euro/tCO2,MtCO2
Carbone,2020,27.196016771,1,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,0.945214191,euro/tCO2,MtCO2
Carbone,2020,28.041805141,1,3.089304257528557,0.0,0.0,24.95250088370974,0.0,0.0,0.145540223,euro/tCO2,MtCO2
Carbone,2020,28.041805141,2,3.089304257528557,0.0,0.0,24.95250088370974,24.95250088370974,0.0,0.013270022,euro/tCO2,MtCO2
Carbone,2020,28.225328166,1,3.272827282728273,0.0,0.0,24.95250088370974,0.0,0.0,0.031146458,euro/tCO2,MtCO2
Carbone,2020,28.225328166,2,3.272827282728273,0.0,0.0,24.95250088370974,24.95250088370974,0.0,0.007607887,euro/tCO2,MtCO2
Carbone,2020,28.446745657,1,3.494244773314541,0.0,0.0,24.95250088370974,0.0,0.0,0.498421284,euro/tCO2,MtCO2
Carbone,2020,28.446745657,2,3.494244773314541,0.0,0.0,24.95250088370974,24.95250088370974,0.0,0.084224965,euro/tCO2,MtCO2
Carbone,2020,29.05,1,29.05,0.0,0.0,0.0,0.0,0.0,11.732094847,euro/tCO2,MtCO2
Carbone,2020,29.82414212,1,29.82414212025254,30.5,0.0,0.0,0.0,0.0,0.884539143,euro/tCO2,MtCO2
Carbone,2020,32.520563659,1,7.568062775089124,0.0,0.0,24.95250088370974,0.0,0.0,12.588598883,euro/tCO2,MtCO2
Carbone,2020,32.520563659,2,7.568062775089124,0.0,0.0,24.95250088370974,6.467907153042322,18.48459373066742,9.330385107,euro/tCO2,MtCO2
Carbone,2020,32.520563659,3,7.568062775089124,0.0,0.0,24.95250088370974,24.95250088370974,0.0,7.427761307,euro/tCO2,MtCO2
Carbone,2020,41.58930844,1,41.5893084399702,44.6,0.0,0.0,0.0,0.0,25.409304775,euro/tCO2,MtCO2
Carbone,2020,42.072454243,1,42.07245424309414,44.6,0.0,0.0,0.0,0.0,13.921778314,euro/tCO2,MtCO2
Carbone,2020,44.711538462,1,44.71153846153846,44.6,0.0,0.0,0.0,0.0,0.121170048,euro/tCO2,MtCO2
Carbone,2020,52.148517655,1,27.19601677148847,14.27802993722839,0.0,24.95250088370974,0.0,0.0,0.366707332,euro/tCO2,MtCO2
Carbone,2020,52.148517655,2,27.19601677148847,14.27802993722839,0.0,24.95250088370974,24.95250088370974,0.0,0.045110448,euro/tCO2,MtCO2
Carbone,2020,57.555858288,1,57.5558582884162,44.6,0.0,0.0,0.0,0.0,10.178564348,euro/tCO2,MtCO2
Carbone,2020,58.224488579,1,58.2244885787559,44.6,0.0,0.0,0.0,0.0,6.936859748,euro/tCO2,MtCO2
Carbone,2020,62.299806938,1,62.29980693848265,44.6,0.0,0.0,0.0,0.0,2.970465273,euro/tCO2,MtCO2
