perimetre,dimension,regime,categorie,millesime,part,source
Energie,Agents,"Consommations entre 1,5 et 3kWh/€ de VA",Entreprises et administrations,,1.0,observe
Energie,Agents,"Consommations entre 1,5 et 3kWh/€ de VA (fuite carbone)",Entreprises et administrations,,1.0,observe
Energie,Agents,Datacenters,Entreprises et administrations,,1.0,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2017,0.11152492182690193,observe
Energie,Agents,E10 - transport routier,Ménages,2017,0.8884750781730981,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2018,0.12234999513892617,observe
Energie,Agents,E10 - transport routier,Ménages,2018,0.8776500048610738,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2019,0.1384096918526454,observe
Energie,Agents,E10 - transport routier,Ménages,2019,0.8615903081473547,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2020,0.1299124026534916,observe
Energie,Agents,E10 - transport routier,Ménages,2020,0.8700875973465083,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2021,0.1587789937240753,observe
Energie,Agents,E10 - transport routier,Ménages,2021,0.8412210062759247,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2022,0.15934130533034238,observe
Energie,Agents,E10 - transport routier,Ménages,2022,0.8406586946696576,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2023,0.16152089453177573,observe
Energie,Agents,E10 - transport routier,Ménages,2023,0.8384791054682242,observe
Energie,Agents,E10 - transport routier,Entreprises et administrations,2024*,0.16689310138042726,observe
Energie,Agents,E10 - transport routier,Ménages,2024*,0.8331068986195728,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2017,0.11256135589811732,observe
Energie,Agents,E85 - transport routier,Ménages,2017,0.8874386441018827,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2018,0.1121300409246156,observe
Energie,Agents,E85 - transport routier,Ménages,2018,0.8878699590753845,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2019,0.1300852241445927,observe
Energie,Agents,E85 - transport routier,Ménages,2019,0.8699147758554074,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2020,0.11895617566871193,observe
Energie,Agents,E85 - transport routier,Ménages,2020,0.881043824331288,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2021,0.1462365941111177,observe
Energie,Agents,E85 - transport routier,Ménages,2021,0.8537634058888822,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2022,0.16342836766156457,observe
Energie,Agents,E85 - transport routier,Ménages,2022,0.8365716323384355,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2023,0.16451223290820113,observe
Energie,Agents,E85 - transport routier,Ménages,2023,0.8354877670917988,observe
Energie,Agents,E85 - transport routier,Entreprises et administrations,2024*,0.16451223290820113,observe
Energie,Agents,E85 - transport routier,Ménages,2024*,0.8354877670917988,observe
Energie,Agents,Electricité - entreprises,Entreprises et administrations,,1.0,observe
Energie,Agents,Electricité - ménages,Ménages,,1.0,observe
Energie,Agents,Essence - Bateaux,,,1.0,inconnu
Energie,Agents,Essence - Taxis,Entreprises et administrations,,1.0,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2017,0.10912494067550957,observe
Energie,Agents,Essence - transport routier,Ménages,2017,0.8908750593244905,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2018,0.12097658274472177,observe
Energie,Agents,Essence - transport routier,Ménages,2018,0.8790234172552782,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2019,0.13720826428071517,observe
Energie,Agents,Essence - transport routier,Ménages,2019,0.8627917357192848,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2020,0.1283410988034043,observe
Energie,Agents,Essence - transport routier,Ménages,2020,0.8716589011965956,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2021,0.15814690766617584,observe
Energie,Agents,Essence - transport routier,Ménages,2021,0.8418530923338242,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2022,0.15776236401518068,observe
Energie,Agents,Essence - transport routier,Ménages,2022,0.8422376359848193,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2023,0.16016236190173813,observe
Energie,Agents,Essence - transport routier,Ménages,2023,0.839837638098262,observe
Energie,Agents,Essence - transport routier,Entreprises et administrations,2024*,0.16379600588396387,observe
Energie,Agents,Essence - transport routier,Ménages,2024*,0.8362039941160361,observe
Energie,Agents,Exemption fabrication de minéraux non-métalliques,,,1.0,inconnu
Energie,Agents,"Exemption procédés métallurgiques, réduction chimique, électrolyse",,,1.0,inconnu
Energie,Agents,Exonération pour la production d'électricité,,,1.0,inconnu
Energie,Agents,Fioul domestique - Double usage,Entreprises et administrations,,1.0,observe
Energie,Agents,Fioul domestique - Prod. min. non métalliques,Entreprises et administrations,,1.0,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2017,0.4988934393642928,observe
Energie,Agents,Fioul domestique combustible,Ménages,2017,0.5011065606357071,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2018,0.39709852183599154,observe
Energie,Agents,Fioul domestique combustible,Ménages,2018,0.6029014781640084,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2019,0.3998685532254665,observe
Energie,Agents,Fioul domestique combustible,Ménages,2019,0.6001314467745335,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2020,0.41667999793344956,observe
Energie,Agents,Fioul domestique combustible,Ménages,2020,0.5833200020665504,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2021,0.43165855932367986,observe
Energie,Agents,Fioul domestique combustible,Ménages,2021,0.5683414406763202,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2022,0.4118233475398895,observe
Energie,Agents,Fioul domestique combustible,Ménages,2022,0.5881766524601104,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2023,0.44108381067591634,observe
Energie,Agents,Fioul domestique combustible,Ménages,2023,0.5589161893240836,observe
Energie,Agents,Fioul domestique combustible,Entreprises et administrations,2024*,0.44108381067591634,observe
Energie,Agents,Fioul domestique combustible,Ménages,2024*,0.5589161893240836,observe
Energie,Agents,Fioul lourd - Agriculture,Entreprises et administrations,,1.0,observe
Energie,Agents,Fioul lourd - Bateaux,,,1.0,inconnu
Energie,Agents,Fioul lourd - Combustible,Entreprises et administrations,,1.0,observe
Energie,Agents,Fioul lourd - Double usage,Entreprises et administrations,,1.0,observe
Energie,Agents,Fioul lourd - Prod. min. non métalliques,Entreprises et administrations,,1.0,observe
Energie,Agents,GPL - Agriculture,Entreprises et administrations,,1.0,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2017,0.37188929859517744,observe
Energie,Agents,GPL - Carburant,Ménages,2017,0.6281107014048226,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2018,0.3409539410708896,observe
Energie,Agents,GPL - Carburant,Ménages,2018,0.6590460589291105,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2019,0.3832914997514437,observe
Energie,Agents,GPL - Carburant,Ménages,2019,0.6167085002485562,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2020,0.45073272104298934,observe
Energie,Agents,GPL - Carburant,Ménages,2020,0.5492672789570107,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2021,0.37952248110348397,observe
Energie,Agents,GPL - Carburant,Ménages,2021,0.6204775188965159,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2022,0.18666057593427335,observe
Energie,Agents,GPL - Carburant,Ménages,2022,0.8133394240657267,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2023,0.18666057593427335,observe
Energie,Agents,GPL - Carburant,Ménages,2023,0.8133394240657267,observe
Energie,Agents,GPL - Carburant,Entreprises et administrations,2024*,0.18666057593427335,observe
Energie,Agents,GPL - Carburant,Ménages,2024*,0.8133394240657267,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2018,0.4124007329690282,observe
Energie,Agents,GPL - Combustible,Ménages,2018,0.5875992670309717,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2019,0.46238442909571686,observe
Energie,Agents,GPL - Combustible,Ménages,2019,0.5376155709042831,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2020,0.43912047551706185,observe
Energie,Agents,GPL - Combustible,Ménages,2020,0.5608795244829382,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2021,0.39744169280396585,observe
Energie,Agents,GPL - Combustible,Ménages,2021,0.6025583071960342,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2022,0.40423432133022635,observe
Energie,Agents,GPL - Combustible,Ménages,2022,0.5957656786697737,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2023,0.4335676527306562,observe
Energie,Agents,GPL - Combustible,Ménages,2023,0.5664323472693439,observe
Energie,Agents,GPL - Combustible,Entreprises et administrations,2024*,0.4335676527306562,observe
Energie,Agents,GPL - Combustible,Ménages,2024*,0.5664323472693439,observe
Energie,Agents,GPL - Double usage,Entreprises et administrations,,1.0,observe
Energie,Agents,GPL - Prod. min. non métalliques,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz - Agriculture,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2017,0.7057415205714815,observe
Energie,Agents,Gaz - Carburant,Ménages,2017,0.2942584794285184,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2018,0.6724482642004701,observe
Energie,Agents,Gaz - Carburant,Ménages,2018,0.3275517357995298,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2019,0.5853105759747108,observe
Energie,Agents,Gaz - Carburant,Ménages,2019,0.4146894240252891,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2020,0.5005942443278782,observe
Energie,Agents,Gaz - Carburant,Ménages,2020,0.49940575567212175,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2021,0.47398058756311295,observe
Energie,Agents,Gaz - Carburant,Ménages,2021,0.526019412436887,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2022,0.3978020101803739,observe
Energie,Agents,Gaz - Carburant,Ménages,2022,0.6021979898196261,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2023,0.3978020101803739,observe
Energie,Agents,Gaz - Carburant,Ménages,2023,0.6021979898196261,observe
Energie,Agents,Gaz - Carburant,Entreprises et administrations,2024*,0.3978020101803739,observe
Energie,Agents,Gaz - Carburant,Ménages,2024*,0.6021979898196261,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2017,0.4658478974436637,observe
Energie,Agents,Gaz - Combustible,Ménages,2017,0.5341521025563364,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2018,0.49276306782181617,observe
Energie,Agents,Gaz - Combustible,Ménages,2018,0.5072369321781837,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2019,0.46097731274982334,observe
Energie,Agents,Gaz - Combustible,Ménages,2019,0.5390226872501767,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2020,0.4638851398505548,observe
Energie,Agents,Gaz - Combustible,Ménages,2020,0.5361148601494452,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2021,0.46105071882927456,observe
Energie,Agents,Gaz - Combustible,Ménages,2021,0.5389492811707255,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2022,0.4940523905873956,observe
Energie,Agents,Gaz - Combustible,Ménages,2022,0.5059476094126043,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2023,0.4953524875221044,observe
Energie,Agents,Gaz - Combustible,Ménages,2023,0.5046475124778955,observe
Energie,Agents,Gaz - Combustible,Entreprises et administrations,2024*,0.4953524875221044,observe
Energie,Agents,Gaz - Combustible,Ménages,2024*,0.5046475124778955,observe
Energie,Agents,Gaz - Double usage,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz - Grande consommation et fuite carbone,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz - Grande consommation et quotas ETS,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz - Prod. min. non métalliques,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz - Usage autre que carburant ou combustible,Entreprises et administrations,,1.0,observe
Energie,Agents,Gaz de raffinerie,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole - Taxis,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole - Transport marchandises,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole - Transport public,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2017,0.31996509243979165,observe
Energie,Agents,Gazole - transport routier,Ménages,2017,0.6800349075602085,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2018,0.3148055143789367,observe
Energie,Agents,Gazole - transport routier,Ménages,2018,0.6851944856210631,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2019,0.32114339132994757,observe
Energie,Agents,Gazole - transport routier,Ménages,2019,0.6788566086700524,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2020,0.3054163759662743,observe
Energie,Agents,Gazole - transport routier,Ménages,2020,0.6945836240337256,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2021,0.32119003208921354,observe
Energie,Agents,Gazole - transport routier,Ménages,2021,0.6788099679107864,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2022,0.31877399590343386,observe
Energie,Agents,Gazole - transport routier,Ménages,2022,0.6812260040965662,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2023,0.3101765938321153,observe
Energie,Agents,Gazole - transport routier,Ménages,2023,0.6898234061678846,observe
Energie,Agents,Gazole - transport routier,Entreprises et administrations,2024*,0.3101765938321153,observe
Energie,Agents,Gazole - transport routier,Ménages,2024*,0.6898234061678846,observe
Energie,Agents,Gazole Non Routier,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole Non Routier - Agriculture,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole Non Routier - Double usage,Entreprises et administrations,,1.0,observe
Energie,Agents,Gazole Non Routier - Prod. min. non métalliques,Entreprises et administrations,,1.0,observe
Energie,Agents,Installations hyper-électro-intensives,Entreprises et administrations,,1.0,observe
Energie,Agents,Kerosene - Aéronefs,Entreprises et administrations,,1.0,observe
Energie,Agents,Kerosene - Carburant avions,Entreprises et administrations,,1.0,observe
Energie,Agents,Kerosene combustible,Ménages,,1.0,observe
Energie,Agents,Pertes réseau,,,1.0,inconnu
Energie,Agents,"Transport de personnes et de marchandises par train, métro, tramway, câble et trolleybus",Entreprises et administrations,,1.0,observe
Energie,Type de produit,Autres produits pétroliers,Pétrole,,1.0,observe
Energie,Type de produit,Autres produits pétroliers - Double usage,Pétrole,,1.0,observe
Energie,Type de produit,Autres produits pétroliers - Prod. min. non métalliques,Pétrole,,1.0,observe
Energie,Type de produit,Aéroports,Électricité,,1.0,observe
Energie,Type de produit,"Bois de chauffage, résidus de bois et autre biomasse solide, charbon de bois",Chaleur et biomasse,,1.0,intitule
Energie,Type de produit,Chaleur,Chaleur et biomasse,,1.0,intitule
Energie,Type de produit,Charbon - Double usage,Charbon,,1.0,observe
Energie,Type de produit,Charbon - Grande consommation et quotas ETS,Charbon,,1.0,observe
Energie,Type de produit,Charbon - Prod. min. non métalliques,Charbon,,1.0,observe
Energie,Type de produit,"Consommations < 1,5kWh/€ de VA",Électricité,,1.0,observe
Energie,Type de produit,"Consommations < 1,5kWh/€ de VA (fuite carbone)",Électricité,,1.0,observe
Energie,Type de produit,Consommations >3kWh/€ de VA,Électricité,,1.0,observe
Energie,Type de produit,Consommations >3kWh/€ de VA (fuite carbone),Électricité,,1.0,observe
Energie,Type de produit,"Consommations entre 1,5 et 3kWh/€ de VA",Électricité,,1.0,observe
Energie,Type de produit,"Consommations entre 1,5 et 3kWh/€ de VA (fuite carbone)",Électricité,,1.0,observe
Energie,Type de produit,Datacenters,Électricité,,1.0,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2017,0.07256300087182427,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2017,0.9274369991281757,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2018,0.07147811209358498,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2018,0.928521887906415,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2019,0.06990850795885718,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2019,0.9300914920411428,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2020,0.06703201476585893,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2020,0.9329679852341412,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2021,0.06559463059609577,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2021,0.9344053694039042,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2022,0.06400412690927576,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2022,0.9359958730907243,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2023,0.06065876615237668,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2023,0.9393412338476234,observe
Energie,Type de produit,E10 - transport routier,Chaleur et biomasse,2024*,0.06027012028531887,observe
Energie,Type de produit,E10 - transport routier,Pétrole,2024*,0.9397298797146811,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2017,0.6165108484617597,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2017,0.3834891515382402,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2018,0.6130173229542057,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2018,0.38698267704579425,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2019,0.6060120291605027,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2019,0.3939879708394974,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2020,0.5961342319500531,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2020,0.4038657680499468,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2021,0.5899021713200716,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2021,0.41009782867992844,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2022,0.5820342651942684,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2022,0.4179657348057316,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2023,0.567255443033853,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2023,0.43274455696614705,observe
Energie,Type de produit,E85 - transport routier,Chaleur et biomasse,2024*,0.567255443033853,observe
Energie,Type de produit,E85 - transport routier,Pétrole,2024*,0.43274455696614705,observe
Energie,Type de produit,Electricité - entreprises,Électricité,,1.0,observe
Energie,Type de produit,Electricité - ménages,Électricité,,1.0,observe
Energie,Type de produit,Essence - Bateaux,Pétrole,,1.0,intitule
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2017,0.05329093186855503,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2017,0.946709068131445,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2018,0.05398457583547529,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2018,0.9460154241645248,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2019,0.05398457583547525,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2019,0.9460154241645248,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2020,0.05676406229887967,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2020,0.9432359377011202,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2021,0.05676406229887967,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2021,0.9432359377011202,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2022,0.05676406229887967,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2022,0.9432359377011202,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2023,0.05676406229887967,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2023,0.9432359377011202,observe
Energie,Type de produit,Essence - Taxis,Chaleur et biomasse,2024*,0.05676406229887967,observe
Energie,Type de produit,Essence - Taxis,Pétrole,2024*,0.9432359377011202,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2017,0.03625173339684915,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2017,0.9637482666031508,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2018,0.035698446806404265,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2018,0.9643015531935958,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2019,0.03480943739494979,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2019,0.9651905626050502,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2020,0.03338089366006105,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2020,0.966619106339939,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2021,0.032595352647276775,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2021,0.9674046473527232,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2022,0.0317177022662044,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2022,0.9682822977337957,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2023,0.029975962643674494,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2023,0.9700240373563256,observe
Energie,Type de produit,Essence - transport routier,Chaleur et biomasse,2024*,0.029846268555995526,observe
Energie,Type de produit,Essence - transport routier,Pétrole,2024*,0.9701537314440045,observe
Energie,Type de produit,Exemption fabrication de minéraux non-métalliques,Électricité,,1.0,intitule
Energie,Type de produit,"Exemption procédés métallurgiques, réduction chimique, électrolyse",Électricité,,1.0,intitule
Energie,Type de produit,Exonération pour la production d'électricité,Électricité,,1.0,intitule
Energie,Type de produit,Fioul domestique - Double usage,Pétrole,,1.0,observe
Energie,Type de produit,Fioul domestique - Prod. min. non métalliques,Pétrole,,1.0,observe
Energie,Type de produit,Fioul domestique combustible,Pétrole,,1.0,observe
Energie,Type de produit,Fioul lourd - Agriculture,Pétrole,,1.0,observe
Energie,Type de produit,Fioul lourd - Bateaux,Pétrole,,1.0,intitule
Energie,Type de produit,Fioul lourd - Combustible,Pétrole,,1.0,observe
Energie,Type de produit,Fioul lourd - Double usage,Pétrole,,1.0,observe
Energie,Type de produit,Fioul lourd - Prod. min. non métalliques,Pétrole,,1.0,observe
Energie,Type de produit,GPL - Agriculture,Pétrole,,1.0,observe
Energie,Type de produit,GPL - Carburant,Pétrole,,1.0,observe
Energie,Type de produit,GPL - Combustible,Pétrole,,1.0,observe
Energie,Type de produit,GPL - Double usage,Pétrole,,1.0,observe
Energie,Type de produit,GPL - Prod. min. non métalliques,Pétrole,,1.0,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2017,0.13306936314314488,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2017,0.8669306368568551,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2018,0.1444773357008442,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2018,0.8555226642991558,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2019,0.16593444705773983,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2019,0.8340655529422601,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2020,0.18301912649663235,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2020,0.8169808735033677,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2021,0.1975328360424457,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2021,0.8024671639575544,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2022,0.28918454532081467,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2022,0.7108154546791853,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2023,0.28918454532081467,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2023,0.7108154546791853,observe
Energie,Type de produit,Gaz - Agriculture,Chaleur et biomasse,2024*,0.28918454532081467,observe
Energie,Type de produit,Gaz - Agriculture,Gaz,2024*,0.7108154546791853,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2017,0.017919214871744072,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2017,0.9820807851282559,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2018,0.018334372125986903,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2018,0.9816656278740131,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2019,0.019589414986465083,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2019,0.9804105850135348,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2020,0.021478009159206835,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2020,0.9785219908407933,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2021,0.016419762345092147,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2021,0.9835802376549079,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2022,0.015619843910707882,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2022,0.9843801560892921,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2023,0.015619843910707882,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2023,0.9843801560892921,observe
Energie,Type de produit,Gaz - Carburant,Chaleur et biomasse,2024*,0.015619843910707882,observe
Energie,Type de produit,Gaz - Carburant,Gaz,2024*,0.9843801560892921,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2017,0.00584601090655309,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2017,0.994153989093447,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2018,0.006183802831528958,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2018,0.993816197168471,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2019,0.0067515959947156284,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2019,0.9932484040052844,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2020,0.0076491366240847266,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2020,0.9923508633759153,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2021,0.007188254709865617,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2021,0.9928117452901344,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2022,0.008927376782878159,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2022,0.9910726232171219,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2023,0.008999870721383004,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2023,0.9910001292786169,observe
Energie,Type de produit,Gaz - Combustible,Chaleur et biomasse,2024*,0.008999870721383004,observe
Energie,Type de produit,Gaz - Combustible,Gaz,2024*,0.9910001292786169,observe
Energie,Type de produit,Gaz - Double usage,Gaz,,1.0,intitule
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2017,0.002448481201544997,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2017,0.997551518798455,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2018,0.0022381882879022063,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2018,0.9977618117120978,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2019,0.003068620311328607,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2019,0.9969313796886715,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2020,0.003434352151935819,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2020,0.9965656478480641,observe
