perimetre,millesime,tarif,quantite,taux_taxation,composante_carbone,boucliers_et_aides,prix_quotas_ets,prix_reel_quotas_ets,remboursement_indirect_ets,taux_taxation_net,hors_calculateur,n_sous_cellules,decomposition_homogene,regime_fiscal,regime_fiscal_n,secteur_economique,secteur_economique_n,agents,agents_n,type_de_produit,type_de_produit_n,gaz_a_effet_de_serre,gaz_a_effet_de_serre_n,unite_tarif,unite_quantite
Carbone,2023,16.5,7.225001643,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2023,26.040110733,1.216652673,26.04011073270798,26.0401107,0.0,0.0,0.0,0.0,26.04011073270798,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,26.798906397,1.420029053,26.79890639681842,14.27802993722839,0.0,0.0,0.0,0.0,26.79890639681842,0.0,1,True,GPL - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,27.196016771,0.753542701,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,27.19601677148847,0.0,1,True,GPL - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,29.05,11.383878982,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2023,41.67413515,13.547414989,41.67413514966839,42.2162270183853,0.0,0.0,0.0,0.0,41.67413514966839,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,44.711538462,0.075588538,44.71153846153846,44.6,0.0,0.0,0.0,0.0,44.71153846153846,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,57.374307147,6.704474028,57.37430714708677,44.6,0.0,0.0,0.0,0.0,57.37430714708677,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,58.224488579,5.039768053,58.2244885787559,44.6,0.0,0.0,0.0,0.0,58.2244885787559,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,63.049353388,2.879869228,63.04935338841463,44.6,0.0,0.0,0.0,0.0,63.04935338841463,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,68.578305126,0.679483723,68.57830512631837,0.0,0.0,0.0,0.0,0.0,68.57830512631837,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,70.152680861,2.063815391,70.1526808612155,44.6,0.0,0.0,0.0,0.0,70.1526808612155,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,84.947589099,0.179607559,84.94758909853249,44.6,0.0,0.0,0.0,0.0,84.94758909853249,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,87.77,46.461869169,0.0,0.0,0.0,87.77,8.907906436858013,6.339255783531131,0.0,87.77,3,False,,26,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2023,90.378041439,25.226776046999998,7.568062775089125,0.0,-4.960021336193924,87.77,19.996621285223636,17.836591803533683,2.608041438895201,87.77,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,90.859304258,0.113876147,3.089304257528557,0.0,0.0,87.77000000000001,25.259042085872473,0.0,3.089304257528557,87.77000000000001,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,91.042827283,0.009666260999999999,3.2728272827282736,0.0,0.0,87.77000000000001,23.063873123227275,0.0,3.2728272827282736,87.77000000000001,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,91.264244773,0.272911842,3.494244773314541,0.0,0.0,87.77,22.509668510500177,0.0,3.494244773314541,87.77,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,112.572314666,0.406595197,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,114.966016771,0.317443099,27.196016771488466,14.27802993722839,0.0,87.77,13.993455256590723,0.0,27.196016771488466,87.77,2,False,GPL - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,129.44413515,0.697255602,41.67413514966839,42.216227018385304,0.0,87.77,4.1186325361355784,0.0,41.67413514966839,87.77,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,132.481538462,0.148423925,44.71153846153846,44.6,0.0,87.76999999999998,16.719574308858896,0.0,44.71153846153846,87.76999999999998,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,145.994488579,0.17399047,58.22448857875591,44.6,0.0,87.77,19.26933312088875,0.0,58.22448857875591,87.77,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,146.083079859,1.990790749,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,150.788237077,1.433962955,150.7882370774595,44.6,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,150.819353388,0.079466537,63.04935338841463,44.6,0.0,87.77,18.521343980548693,0.0,63.04935338841463,87.77,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,154.785994604,0.045009956,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,157.922680861,0.163207305,70.15268086121549,44.599999999999994,0.0,87.76999999999998,39.39505852792557,0.0,70.15268086121549,87.76999999999998,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,168.448440389,21.1107837,168.4484403888591,0.0,0.0,0.0,0.0,0.0,168.4484403888591,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,221.417069243,1.739753532,221.4170692431562,44.6,0.0,0.0,0.0,0.0,221.4170692431562,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,225.442834138,8.246557748,225.4428341384863,44.6,0.0,0.0,0.0,0.0,225.4428341384863,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,226.449275362,44.866178989,226.4492753623189,44.6,0.0,0.0,0.0,0.0,226.4492753623189,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,233.494363929,6.103667038,233.4943639291466,44.6,0.0,0.0,0.0,0.0,233.4943639291466,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,252.989642185,0.093839942,252.9896421845575,44.6,0.0,0.0,0.0,0.0,252.9896421845575,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,253.554613936,0.498558012,253.5546139359699,44.6,0.0,0.0,0.0,0.0,253.5546139359699,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,254.576943772,0.005095736,254.576943771859,44.6,0.0,0.0,0.0,0.0,254.576943771859,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,257.415254237,0.118456844,257.4152542372882,44.6,0.0,0.0,0.0,0.0,257.4152542372882,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,258.36023675,0.03038576,258.3602367500673,44.6,0.0,0.0,0.0,0.0,258.3602367500673,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,260.556228141,0.040830246,260.5562281409739,44.6,0.0,0.0,0.0,0.0,260.5562281409739,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,261.121199892,0.209633096,261.1211998923864,44.6,0.0,0.0,0.0,0.0,261.1211998923864,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,264.981840194,0.036963103,264.9818401937047,44.6,0.0,0.0,0.0,0.0,264.9818401937047,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,282.68770015,0.521639733,282.68770015045,44.6,0.0,0.0,0.0,0.0,282.68770015045,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,288.313251165,2.235615721,288.3132511650724,44.6,0.0,0.0,0.0,0.0,288.3132511650724,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,288.957106941,11.877502357,288.9571069413785,44.6,0.0,0.0,0.0,0.0,288.9571069413785,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,290.122179299,0.187944187,290.1221792985038,44.6,0.0,0.0,0.0,0.0,290.1221792985038,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,293.356788079,2.822081689,293.3567880794702,44.6,0.0,0.0,0.0,0.0,293.3567880794702,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,294.433713515,1.120706899,294.4337135148393,44.6,0.0,0.0,0.0,0.0,294.4337135148393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,296.936319598,1.505927069,296.9363195977434,44.6,0.0,0.0,0.0,0.0,296.9363195977434,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,297.580175374,7.731821,297.5801753740496,44.6,0.0,0.0,0.0,0.0,297.5801753740496,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2023,301.979856512,1.363296636,301.9798565121413,44.6,0.0,0.0,0.0,0.0,301.9798565121413,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,0.0,114.649307869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,34,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2024*,0.594729345,0.059636117,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,2.688653881,0.3922408,2.688653880623768,0.0,0.0,0.0,0.0,0.0,2.688653880623768,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,3.731656184,0.805403094,3.731656184486373,0.0,0.0,0.0,0.0,0.0,3.731656184486373,0.0,1,True,GPL - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,4.08,1.449681971,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2024*,7.242990654,0.102910043,7.242990654205608,40.4766540452977,0.0,0.0,0.0,0.0,7.242990654205608,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,7.568062775,0.0370225,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,7.673267327,0.010157176,7.673267326732674,40.4766540452977,0.0,0.0,0.0,0.0,7.673267326732674,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,7.966381869,1.712459786,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,8.192389006,0.254922792,8.192389006342495,40.4766540452977,0.0,0.0,0.0,0.0,8.192389006342495,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,14.386621653,8.577270395,14.38662165269982,0.0,0.0,0.0,0.0,0.0,14.38662165269982,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,16.5,8.027779603,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2024*,26.040110733,1.216652673,26.04011073270798,26.0401107,0.0,0.0,0.0,0.0,26.04011073270798,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,26.798906397,1.420029053,26.79890639681842,14.27802993722839,0.0,0.0,0.0,0.0,26.79890639681842,0.0,1,True,GPL - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,27.196016771,0.753542701,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,27.19601677148847,0.0,1,True,GPL - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,29.05,11.383878982,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2024*,44.711538462,0.075588538,44.71153846153846,44.6,0.0,0.0,0.0,0.0,44.71153846153846,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,57.374307147,6.704474028,57.37430714708677,44.6,0.0,0.0,0.0,0.0,57.37430714708677,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,58.224488579,5.039768053,58.2244885787559,44.6,0.0,0.0,0.0,0.0,58.2244885787559,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,65.97,46.461869169,0.0,0.0,0.0,65.97,4.749546615236552,6.710579756861794,0.0,65.97,3,False,,26,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2024*,67.098755419,21.114603321,80.31591079957197,44.6,-13.21715538064967,0.0,0.0,0.0,67.0987554189223,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,68.578305126,0.679483723,68.57830512631837,0.0,0.0,0.0,0.0,0.0,68.57830512631837,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,70.05,7.070747889,4.080000000000001,0.0,0.0,65.97000000000001,1.0446970451010082,40.43386674603829,4.080000000000001,65.97000000000001,3,False,CO2 énergétique incinération déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,73.212990654,0.113876147,7.242990654205608,40.4766540452977,0.0,65.97,18.985291174718093,0.0,7.242990654205608,65.97,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,73.538062775,25.226776046,7.568062775089124,0.0,0.0,65.97,9.554958384683475,18.881375981668715,7.568062775089124,65.97,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,73.643267327,0.009666260999999999,7.673267326732675,40.47665404529771,0.0,65.97,17.33535046074175,0.0,7.673267326732675,65.97,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,73.936381869,0.0,7.966381868514868,7.0,0.0,65.97,32.985,0.0,7.966381868514868,65.97,2,False,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,74.162389006,0.272911842,8.192389006342495,40.4766540452977,0.0,65.97,16.918797215878964,0.0,8.192389006342495,65.97,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,81.506044492,13.547414989,81.50604449224274,44.6,0.0,0.0,0.0,0.0,81.50604449224274,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,83.116602421,2.879869228,83.11660242117782,44.6,0.0,0.0,0.0,0.0,83.11660242117782,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,84.947589099,0.179607559,84.94758909853249,44.6,0.0,0.0,0.0,0.0,84.94758909853249,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,92.48076579,2.063815391,92.48076578994454,44.6,0.0,0.0,0.0,0.0,92.48076578994454,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,93.166016771,0.317443099,27.196016771488466,14.27802993722839,0.0,65.97,10.517810678788766,0.0,27.196016771488466,65.97,2,False,GPL - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,110.681538462,0.148423925,44.71153846153846,44.6,0.0,65.97,12.566825990149498,0.0,44.71153846153846,65.97,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,112.572314666,0.406595197,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,124.194488579,0.17399047,58.22448857875591,44.6,0.0,65.97,14.48328478962095,0.0,58.22448857875591,65.97,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,146.083079859,1.990790749,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,147.476044492,0.697255602,81.50604449224275,44.6,0.0,65.97,3.095661255655282,0.0,81.50604449224275,65.97,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,149.086602421,0.079466537,83.1166024211778,44.6,0.0,65.97,13.921078527934343,0.0,83.1166024211778,65.97,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,150.788237077,1.433962955,150.7882370774595,44.6,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,154.785994604,0.045009956,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,158.45076579,0.163207305,92.48076578994454,44.599999999999994,0.0,65.97,29.61025419946736,0.0,92.48076578994454,65.97,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,168.448440389,21.1107837,168.4484403888591,0.0,0.0,0.0,0.0,0.0,168.4484403888591,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,221.417069243,1.739753532,221.4170692431562,44.6,0.0,0.0,0.0,0.0,221.4170692431562,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,225.442834138,8.246557748,225.4428341384863,44.6,0.0,0.0,0.0,0.0,225.4428341384863,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,226.449275362,44.866178989,226.4492753623189,44.6,0.0,0.0,0.0,0.0,226.4492753623189,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,233.494363929,6.103667038,233.4943639291466,44.6,0.0,0.0,0.0,0.0,233.4943639291466,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,252.989642185,0.093839942,252.9896421845575,44.6,0.0,0.0,0.0,0.0,252.9896421845575,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,253.554613936,0.498558012,253.5546139359699,44.6,0.0,0.0,0.0,0.0,253.5546139359699,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,254.576943772,0.005095736,254.576943771859,44.6,0.0,0.0,0.0,0.0,254.576943771859,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,257.415254237,0.118456844,257.4152542372882,44.6,0.0,0.0,0.0,0.0,257.4152542372882,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,258.36023675,0.03038576,258.3602367500673,44.6,0.0,0.0,0.0,0.0,258.3602367500673,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,260.556228141,0.040830246,260.5562281409739,44.6,0.0,0.0,0.0,0.0,260.5562281409739,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,261.121199892,0.209633096,261.1211998923864,44.6,0.0,0.0,0.0,0.0,261.1211998923864,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,264.981840194,0.036963103,264.9818401937047,44.6,0.0,0.0,0.0,0.0,264.9818401937047,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,286.888749842,0.521639733,286.8887498415936,44.6,0.0,0.0,0.0,0.0,286.8887498415936,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,288.313251165,2.235615721,288.3132511650724,44.6,0.0,0.0,0.0,0.0,288.3132511650724,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,288.957106941,11.877502357,288.9571069413785,44.6,0.0,0.0,0.0,0.0,288.9571069413785,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,290.122179299,0.187944187,290.1221792985038,44.6,0.0,0.0,0.0,0.0,290.1221792985038,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,293.356788079,2.822081689,293.3567880794702,44.6,0.0,0.0,0.0,0.0,293.3567880794702,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,294.433713515,1.120706899,294.4337135148393,44.6,0.0,0.0,0.0,0.0,294.4337135148393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,296.936319598,1.505927069,296.9363195977434,44.6,0.0,0.0,0.0,0.0,296.9363195977434,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,297.580175374,7.731821,297.5801753740496,44.6,0.0,0.0,0.0,0.0,297.5801753740496,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2024*,301.979856512,1.363296636,301.9798565121413,44.6,0.0,0.0,0.0,0.0,301.9798565121413,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Energie,2017,0.0,411.451034932,0.0,0.10875474908641956,0.0,0.0,0.0,0.0,0.0,0.0,2,False,,28,,7,,2,,5,,0,euro/MWh,TWh
Energie,2017,0.119,2.2157805,0.119,0.0,0.0,0.0,0.0,0.0,0.119,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,,2,,0,euro/MWh,TWh
