perimetre,millesime,tarif,quantite,taux_taxation,composante_carbone,boucliers_et_aides,prix_quotas_ets,prix_reel_quotas_ets,remboursement_indirect_ets,taux_taxation_net,hors_calculateur,n_sous_cellules,decomposition_homogene,regime_fiscal,regime_fiscal_n,secteur_economique,secteur_economique_n,agents,agents_n,type_de_produit,type_de_produit_n,gaz_a_effet_de_serre,gaz_a_effet_de_serre_n,unite_tarif,unite_quantite
Carbone,2014,0.0,121.871013772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,36,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2014,0.592499651,0.411692592,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,0.594729345,0.12480312,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,3.089304258,0.20141485,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,3.272827283,0.066756856,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,3.494244773,0.365636278,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2014,5.893205983,84.03527302399999,0.0,0.0,0.0,5.893205983140452,1.2922156557900957,0.0,0.0,5.893205983140452,2,False,,27,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2014,5.924996515,0.500707402,5.924996514707932,0.0,0.0,0.0,0.0,0.0,5.924996514707932,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,6.258114995,25.586164331,6.258114995467277,7.0,0.0,0.0,0.0,0.0,6.258114995467277,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,6.323315608,22.482217464,6.323315608133676,7.0,0.0,0.0,0.0,0.0,6.323315608133676,0.0,1,True,,2,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,7.019230769,0.206119956,7.019230769230769,7.0,0.0,0.0,0.0,0.0,7.019230769230769,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,7.667642548,0.754257156,7.66764254844556,7.0,0.0,0.0,0.0,0.0,7.66764254844556,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,8.982510241,0.196160632,3.089304257528557,0.0,0.0,5.893205983140451,0.5985442591344824,0.0,3.089304257528557,5.893205983140451,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,9.166033266,0.076987855,3.272827282728273,0.0,0.0,5.893205983140451,0.6447007103909631,0.0,3.272827282728273,5.893205983140451,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,9.387450756,0.519843706,3.4942447733145414,0.0,0.0,5.893205983140452,0.4507285068902769,0.0,3.4942447733145414,5.893205983140452,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,11.818202498,18.818847095,5.924996514707932,0.0,0.0,5.893205983140451,2.4358041190406428,0.0,5.924996514707932,5.893205983140451,2,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,12.216521591,1.8921864780000002,6.323315608133676,7.0,0.0,5.893205983140451,0.1684656321714931,0.0,6.323315608133676,5.893205983140451,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,12.912436752,0.692481863,7.019230769230768,6.999999999999999,0.0,5.893205983140451,0.6381706553132335,0.0,7.019230769230768,5.893205983140451,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,14.386470922,8.827649116,14.38647092219325,0.0,0.0,0.0,0.0,0.0,14.38647092219325,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,16.5,15.434783856,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2014,20.880445703,14.059356071,20.88044570267767,7.0,0.0,0.0,0.0,0.0,20.88044570267767,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,21.0979901,7.706444767,21.09799009960041,7.0,0.0,0.0,0.0,0.0,21.09799009960041,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,26.991196083,-0.15669705,21.09799009960041,7.0,0.0,5.893205983140451,2.9466029915702254,0.0,21.09799009960041,5.893205983140451,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,29.05,11.95185171,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2014,29.166118554,2.965074129,29.16611855417996,7.0,0.0,0.0,0.0,0.0,29.16611855417996,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,33.026182382,1.676774068,33.02618238206,7.0,0.0,0.0,0.0,0.0,33.02618238206,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,35.059324537,0.11074232299999999,29.166118554179963,7.000000000000001,0.0,5.893205983140451,0.5361030259669707,0.0,29.166118554179963,5.893205983140451,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,38.919388365,0.498000945,33.02618238206,7.0,0.0,5.893205983140451,0.8238096301275081,0.0,33.02618238206,5.893205983140451,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,44.135010077,0.23607207,44.13501007726749,7.0,0.0,0.0,0.0,0.0,44.13501007726749,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,112.572314666,0.410924944,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,142.56364908,0.429919672,142.5636490804403,7.0,0.0,0.0,0.0,0.0,142.5636490804403,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,146.083079859,2.257186795,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,150.788237077,1.393075003,150.7882370774595,7.0,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,154.785994604,0.019226894,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,159.688674181,1.738315113,159.6886741814278,7.0,0.0,0.0,0.0,0.0,159.6886741814278,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,160.993320212,18.687777064,160.9933202123218,0.0,0.0,0.0,0.0,0.0,160.9933202123218,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,164.720880301,78.255239169,164.7208803005905,7.0,0.0,0.0,0.0,0.0,164.7208803005905,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,225.824023014,0.00864852,225.824023013787,7.0,0.0,0.0,0.0,0.0,225.824023013787,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,229.608135425,0.03158419,229.6081354253941,7.0,0.0,0.0,0.0,0.0,229.6081354253941,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,232.182123591,0.50583275,232.1821235907007,7.0,0.0,0.0,0.0,0.0,232.1821235907007,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,232.369098568,0.711214953,232.3690985677131,7.0,0.0,0.0,0.0,0.0,232.3690985677131,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,257.354639914,0.167611526,257.3546399136148,7.0,0.0,0.0,0.0,0.0,257.3546399136148,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,261.667107977,0.612113329,261.6671079765114,7.0,0.0,0.0,0.0,0.0,261.6671079765114,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,264.600488529,6.332227584,264.6004885291374,7.0,0.0,0.0,0.0,0.0,264.6004885291374,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2014,264.813569836,13.783609708,264.8135698357216,7.0,0.0,0.0,0.0,0.0,264.8135698357216,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,0.0,122.305563206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,36,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2015,0.592499651,0.367837802,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,3.089304258,0.196850685,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,3.272827283,0.07280719,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,Industrie,1,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,3.494244773,0.565870241,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2015,5.924996515,0.614072986,5.924996514707932,0.0,0.0,0.0,0.0,0.0,5.924996514707932,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,6.323315608,8.763878532,6.323315608133676,7.0,0.0,0.0,0.0,0.0,6.323315608133676,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,7.619650513,82.167167095,0.0,0.0,0.0,7.619650512909029,1.8245628330815444,0.0,0.0,7.619650512909029,2,False,,27,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2015,10.70895477,0.19176496399999998,3.089304257528557,0.0,0.0,7.619650512909029,0.7852117187252563,0.0,3.089304257528557,7.619650512909029,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,10.892477796,0.08261861300000001,3.272827282728273,0.0,0.0,7.619650512909028,0.8692787477356506,0.0,3.272827282728273,7.619650512909028,2,False,Charbon - Grande consommation et quotas ETS,1,Industrie,1,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,11.113895286,0.725980023,3.494244773314541,0.0,0.0,7.619650512909027,0.704417943316429,0.0,3.494244773314541,7.619650512909027,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,13.015144452,27.538046993,13.01514445180175,14.5,0.0,0.0,0.0,0.0,13.01514445180175,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,13.144530083,14.310563248,13.14453008304953,14.5,0.0,0.0,0.0,0.0,13.14453008304953,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,13.544647028,21.336432777,5.924996514707933,0.0,0.0,7.619650512909029,3.878045863389467,0.0,5.924996514707933,7.619650512909029,2,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,14.38643382,8.667910938,14.38643381985151,0.0,0.0,0.0,0.0,0.0,14.38643381985151,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,14.519230769,0.2434373,14.51923076923077,14.5,0.0,0.0,0.0,0.0,14.51923076923077,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,15.88297385,0.805138192,15.88297385035152,14.5,0.0,0.0,0.0,0.0,15.88297385035152,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,16.5,15.274512162,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2015,20.764180596,1.8037206049999999,13.14453008304953,14.5,0.0,7.619650512909028,0.2960257859644532,0.0,13.14453008304953,7.619650512909028,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,22.138881282,0.5524294949999999,14.519230769230772,14.500000000000002,0.0,7.619650512909029,0.7341913977133139,0.0,14.519230769230772,7.619650512909029,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,28.198235904,14.049507007,28.19823590423352,14.5,0.0,0.0,0.0,0.0,28.19823590423352,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,28.478559074,8.24818367,28.47855907437228,14.5,0.0,0.0,0.0,0.0,28.47855907437228,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,29.05,11.185554107,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2015,35.663662121,2.906915145,35.66366212107381,14.5,0.0,0.0,0.0,0.0,35.66366212107381,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,36.098209587,0.17141666900000002,28.47855907437228,14.5,0.0,7.619650512909027,0.6324034539472837,0.0,28.47855907437228,7.619650512909027,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,40.406751357,1.642972429,40.40675135683188,14.5,0.0,0.0,0.0,0.0,40.40675135683188,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,43.283312634,0.10842294699999999,35.66366212107381,14.5,0.0,7.619650512909028,0.7114255052526289,0.0,35.66366212107381,7.619650512909028,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,48.02640187,0.48796187799999996,40.40675135683188,14.5,0.0,7.619650512909028,1.002561214277143,0.0,40.40675135683188,7.619650512909028,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,53.322967565,0.225597481,53.32296756547186,14.5,0.0,0.0,0.0,0.0,53.32296756547186,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,112.572314666,0.402255116,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,146.083079859,2.29408507,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,150.219488665,0.487012079,150.2194886649554,14.5,0.0,0.0,0.0,0.0,150.2194886649554,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,150.788237077,1.311129414,150.7882370774595,14.5,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,154.785994604,0.02588629,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,160.993320212,18.770239561,160.9933202123218,0.0,0.0,0.0,0.0,0.0,160.9933202123218,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,174.524363333,2.12070665,174.524363332737,14.5,0.0,0.0,0.0,0.0,174.524363332737,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,179.556569452,78.510743625,179.5565694518996,14.5,0.0,0.0,0.0,0.0,179.5565694518996,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,232.331265761,0.009668956,232.3312657610431,14.5,0.0,0.0,0.0,0.0,232.3312657610431,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,236.115378173,0.045370097,236.1153781726502,14.5,0.0,0.0,0.0,0.0,236.1153781726502,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,238.684130308,0.570958904,238.6841303079916,14.5,0.0,0.0,0.0,0.0,238.6841303079916,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,238.876341315,0.746329324,238.8763413149692,14.5,0.0,0.0,0.0,0.0,238.8763413149692,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,264.770454634,0.175341099,264.7704546338597,14.5,0.0,0.0,0.0,0.0,264.7704546338597,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,269.082922697,0.822761327,269.0829226967564,14.5,0.0,0.0,0.0,0.0,269.0829226967564,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,272.01033614,6.688003534,272.0103361401781,14.5,0.0,0.0,0.0,0.0,272.0103361401781,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2015,272.229384556,13.534264734,272.2293845559665,14.5,0.0,0.0,0.0,0.0,272.2293845559665,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,0.0,123.306927925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,36,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2016,0.592499651,0.385770611,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,3.089304258,0.17630427,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,3.272827283,0.056922756,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,Industrie,1,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,3.494244773,0.534090938,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2016,5.25984511,78.387470728,0.0,0.0,0.0,5.259845110198853,1.25602289483233,0.0,0.0,5.259845110198853,2,False,,27,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2016,7.568062775,0.782081236,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,7.966381869,1.517098681,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,8.349149368,0.168115527,3.0893042575285574,0.0,0.0,5.259845110198854,0.6264001443749815,0.0,3.0893042575285574,5.259845110198854,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,8.532672393,0.065417172,3.2728272827282736,0.0,0.0,5.259845110198853,0.8268788934844429,0.0,3.2728272827282736,5.259845110198853,2,False,Charbon - Grande consommation et quotas ETS,1,Industrie,1,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,8.754089884,0.71163403,3.4942447733145405,0.0,0.0,5.259845110198853,0.5911196180838376,0.0,3.4942447733145405,5.259845110198853,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,12.827907885,32.056018473,7.568062775089123,0.0,0.0,5.259845110198853,2.782661588759891,0.0,7.568062775089123,5.259845110198853,2,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,14.386286471,8.467705007,14.38628647139605,0.0,0.0,0.0,0.0,0.0,14.38628647139605,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,16.5,14.98289229,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2016,20.513433311,0.825587736,20.51343331142579,22.0,0.0,0.0,0.0,0.0,20.51343331142579,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,21.401540934,29.787976222,21.40154093416553,22.0,0.0,0.0,0.0,0.0,21.40154093416553,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,21.608810818,15.179847545,21.60881081834658,22.0,0.0,0.0,0.0,0.0,21.60881081834658,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,22.051282051,0.181518843,22.05128205128205,22.0,0.0,0.0,0.0,0.0,22.05128205128205,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
