plf_effet;numero_ancien;numero_nouveau;type;libelle;source
2021;180102;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;200310;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;210203;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;210315;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;300204;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;530211;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;110245;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;110260;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;110261;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;140119;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;200302;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;210309;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;300201;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;520104;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;730222;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;730305;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;190211;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;800111;;suppression;;PLF2021 sous-parties III et IV, suppressions
2021;800212;;suppression;;PLF2021 sous-parties III et IV, suppressions
2022;;990202;classement;;PLF2022 sous-partie III, classements
2022;;990301;classement;;PLF2022 sous-partie III, classements
2022;;150210;creation;;PLF2022 sous-parties III et IV, créations
2022;;210328;creation;;PLF2022 sous-parties III et IV, créations
2022;;210329;creation;;PLF2022 sous-parties III et IV, créations
2022;;210330;creation;;PLF2022 sous-parties III et IV, créations
2022;;210331;creation;;PLF2022 sous-parties III et IV, créations
2022;;220106;creation;;PLF2022 sous-parties III et IV, créations
2022;;260201;creation;;PLF2022 sous-parties III et IV, créations
2022;;320131;creation;;PLF2022 sous-parties III et IV, créations
2022;;320145;creation;;PLF2022 sous-parties III et IV, créations
2022;;320146;creation;;PLF2022 sous-parties III et IV, créations
2022;;930101;creation;;PLF2022 sous-parties III et IV, créations
2022;;930102;creation;;PLF2022 sous-parties III et IV, créations
2022;;930103;creation;;PLF2022 sous-parties III et IV, créations
2022;;940101;creation;;PLF2022 sous-parties III et IV, créations
2022;;940102;creation;;PLF2022 sous-parties III et IV, créations
2022;;940103;creation;;PLF2022 sous-parties III et IV, créations
2022;;940201;creation;;PLF2022 sous-parties III et IV, créations
2022;;940202;creation;;PLF2022 sous-parties III et IV, créations
2022;;940203;creation;;PLF2022 sous-parties III et IV, créations
2022;;970105;creation;;PLF2022 sous-parties III et IV, créations
2022;;090202;creation;;PLF2022 sous-parties III et IV, créations
2022;;110268;creation;;PLF2022 sous-parties III et IV, créations
2022;;220107;creation;;PLF2022 sous-parties III et IV, créations
2022;;260101;creation;;PLF2022 sous-parties III et IV, créations
2022;;970106;creation;;PLF2022 sous-parties III et IV, créations
2022;;050107;creation;;PLF2022 sous-parties III et IV, créations
2022;;090201;creation;;PLF2022 sous-parties III et IV, créations
2022;;110222;creation;;PLF2022 sous-parties III et IV, créations
2022;;110250;creation;;PLF2022 sous-parties III et IV, créations
2022;;110263;creation;;PLF2022 sous-parties III et IV, créations
2022;;140107;creation;;PLF2022 sous-parties III et IV, créations
2022;;140121;creation;;PLF2022 sous-parties III et IV, créations
2022;;210308;creation;;PLF2022 sous-parties III et IV, créations
2022;;210321;creation;;PLF2022 sous-parties III et IV, créations
2022;;230104;creation;;PLF2022 sous-parties III et IV, créations
2022;;150705;creation;;PLF2022 sous-parties III et IV, créations
2022;;150706;creation;;PLF2022 sous-parties III et IV, créations
2022;;150707;creation;;PLF2022 sous-parties III et IV, créations
2022;;150708;creation;;PLF2022 sous-parties III et IV, créations
2022;110257;;suppression;;PLF2022 sous-parties III et IV, suppressions
2022;140107;;suppression;;PLF2022 sous-parties III et IV, suppressions
2022;140127;;suppression;;PLF2022 sous-parties III et IV, suppressions
2022;220101;;suppression;;PLF2022 sous-parties III et IV, suppressions
2022;300111;;suppression;;PLF2022 sous-parties III et IV, suppressions
2022;300303;;suppression;;PLF2022 sous-parties III et IV, suppressions
2022;110246;;suppression;;PLF2022 sous-parties III et IV, suppressions
2023;;310206;classement;;PLF2023 sous-partie III, classements
2023;;110269;creation;;PLF2023 sous-parties III et IV, créations
2023;;200311;creation;;PLF2023 sous-parties III et IV, créations
2023;;210332;creation;;PLF2023 sous-parties III et IV, créations
2023;;320147;creation;;PLF2023 sous-parties III et IV, créations
2023;;320148;creation;;PLF2023 sous-parties III et IV, créations
2023;;820209;creation;;PLF2023 sous-parties III et IV, créations
2023;;040101;creation;;PLF2023 sous-parties III et IV, créations
2023;;040109;creation;;PLF2023 sous-parties III et IV, créations
2023;;040111;creation;;PLF2023 sous-parties III et IV, créations
2023;;040112;creation;;PLF2023 sous-parties III et IV, créations
2023;;050106;creation;;PLF2023 sous-parties III et IV, créations
2023;;050110;creation;;PLF2023 sous-parties III et IV, créations
2023;;090101;creation;;PLF2023 sous-parties III et IV, créations
2023;;090109;creation;;PLF2023 sous-parties III et IV, créations
2023;;090110;creation;;PLF2023 sous-parties III et IV, créations
2023;;090111;creation;;PLF2023 sous-parties III et IV, créations
2023;;090113;creation;;PLF2023 sous-parties III et IV, créations
2023;;110201;creation;;PLF2023 sous-parties III et IV, créations
2023;;110224;creation;;PLF2023 sous-parties III et IV, créations
2023;;110240;creation;;PLF2023 sous-parties III et IV, créations
2023;;110250;creation;;PLF2023 sous-parties III et IV, créations
2023;;110256;creation;;PLF2023 sous-parties III et IV, créations
2023;;110263;creation;;PLF2023 sous-parties III et IV, créations
2023;;110265;creation;;PLF2023 sous-parties III et IV, créations
2023;;110267;creation;;PLF2023 sous-parties III et IV, créations
2023;;120111;creation;;PLF2023 sous-parties III et IV, créations
2023;;070204;creation;;PLF2023 sous-parties III et IV, créations
2023;;110226;creation;;PLF2023 sous-parties III et IV, créations
2023;;110262;creation;;PLF2023 sous-parties III et IV, créations
2023;;130218;creation;;PLF2023 sous-parties III et IV, créations
2023;;150118;creation;;PLF2023 sous-parties III et IV, créations
2023;;150119;creation;;PLF2023 sous-parties III et IV, créations
2023;;150209;creation;;PLF2023 sous-parties III et IV, créations
2023;;150406;creation;;PLF2023 sous-parties III et IV, créations
2023;;170106;creation;;PLF2023 sous-parties III et IV, créations
2023;;200403;creation;;PLF2023 sous-parties III et IV, créations
2023;;210203;creation;;PLF2023 sous-parties III et IV, créations
2023;;210315;creation;;PLF2023 sous-parties III et IV, créations
2023;;150705;creation;;PLF2023 sous-parties III et IV, créations
2023;;150706;creation;;PLF2023 sous-parties III et IV, créations
2023;;150707;creation;;PLF2023 sous-parties III et IV, créations
2023;;150713;creation;;PLF2023 sous-parties III et IV, créations
2023;;300209;creation;;PLF2023 sous-parties III et IV, créations
2023;;300210;creation;;PLF2023 sous-parties III et IV, créations
2023;;580103;creation;;PLF2023 sous-parties III et IV, créations
2023;;110215;creation;;PLF2023 sous-parties III et IV, créations
2023;;110211;creation;;PLF2023 sous-parties III et IV, créations
2023;;710109;creation;;PLF2023 sous-parties III et IV, créations
2023;;110308;creation;;PLF2023 sous-parties III et IV, créations
2023;;520127;creation;;PLF2023 sous-parties III et IV, créations
2023;;740102;creation;;PLF2023 sous-parties III et IV, créations
2023;;950103;creation;;PLF2023 sous-parties III et IV, créations
2023;;040110;creation;;PLF2023 sous-parties III et IV, créations
2023;;230403;creation;;PLF2023 sous-parties III et IV, créations
2023;;320131;creation;;PLF2023 sous-parties III et IV, créations
2023;;730233;creation;;PLF2023 sous-parties III et IV, créations
2023;;730305;creation;;PLF2023 sous-parties III et IV, créations
2023;140121;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;950101;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;950102;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;950103;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040101;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040107;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040108;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040109;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040110;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040111;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040112;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;040113;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;050102;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;110246;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;110261;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;130218;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;210332;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;320146;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;520110;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;730222;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;820206;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;210331;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;820201;;suppression;;PLF2023 sous-parties III et IV, suppressions
2023;820202;;suppression;;PLF2023 sous-parties III et IV, suppressions
2024;;530218;classement;;PLF2024 sous-partie III, classements
2024;;550106;classement;;PLF2024 sous-partie III, classements
2024;;590101;creation;;PLF2024 sous-parties III et IV, créations
2024;;130304;creation;;PLF2024 sous-parties III et IV, créations
2024;;940104;creation;;PLF2024 sous-parties III et IV, créations
2024;;970107;creation;;PLF2024 sous-parties III et IV, créations
2024;;730234;creation;;PLF2024 sous-parties III et IV, créations
2024;;210333;creation;;PLF2024 sous-parties III et IV, créations
2024;;120111;creation;;PLF2024 sous-parties III et IV, créations
2024;;230410;creation;;PLF2024 sous-parties III et IV, créations
2024;;150118;creation;;PLF2024 sous-parties III et IV, créations
2024;;150119;creation;;PLF2024 sous-parties III et IV, créations
2024;;150406;creation;;PLF2024 sous-parties III et IV, créations
2024;;110103;creation;;PLF2024 sous-parties III et IV, créations
2024;;120126;creation;;PLF2024 sous-parties III et IV, créations
2024;;110262;creation;;PLF2024 sous-parties III et IV, créations
2024;;110201;creation;;PLF2024 sous-parties III et IV, créations
2024;;110210;creation;;PLF2024 sous-parties III et IV, créations
2024;;110224;creation;;PLF2024 sous-parties III et IV, créations
2024;;110256;creation;;PLF2024 sous-parties III et IV, créations
2024;;210325;creation;;PLF2024 sous-parties III et IV, créations
2024;;320113;creation;;PLF2024 sous-parties III et IV, créations
2024;;320136;creation;;PLF2024 sous-parties III et IV, créations
2024;;060202;creation;;PLF2024 sous-parties III et IV, créations
2024;;110236;creation;;PLF2024 sous-parties III et IV, créations
2024;;110244;creation;;PLF2024 sous-parties III et IV, créations
2024;;110265;creation;;PLF2024 sous-parties III et IV, créations
2024;;210318;creation;;PLF2024 sous-parties III et IV, créations
2024;;210327;creation;;PLF2024 sous-parties III et IV, créations
2024;;210329;creation;;PLF2024 sous-parties III et IV, créations
2024;;210330;creation;;PLF2024 sous-parties III et IV, créations
2024;;230403;creation;;PLF2024 sous-parties III et IV, créations
2024;;300201;creation;;PLF2024 sous-parties III et IV, créations
2024;;300204;creation;;PLF2024 sous-parties III et IV, créations
2024;;320141;creation;;PLF2024 sous-parties III et IV, créations
2024;;800209;creation;;PLF2024 sous-parties III et IV, créations
2024;;110226;creation;;PLF2024 sous-parties III et IV, créations
2024;;040101;creation;;PLF2024 sous-parties III et IV, créations
2024;;040107;creation;;PLF2024 sous-parties III et IV, créations
2024;;040108;creation;;PLF2024 sous-parties III et IV, créations
2024;;040109;creation;;PLF2024 sous-parties III et IV, créations
2024;;040110;creation;;PLF2024 sous-parties III et IV, créations
2024;;040111;creation;;PLF2024 sous-parties III et IV, créations
2024;;730222;creation;;PLF2024 sous-parties III et IV, créations
2024;;150705;creation;;PLF2024 sous-parties III et IV, créations
2024;;150706;creation;;PLF2024 sous-parties III et IV, créations
2024;;150707;creation;;PLF2024 sous-parties III et IV, créations
2024;;150713;creation;;PLF2024 sous-parties III et IV, créations
2024;;300209;creation;;PLF2024 sous-parties III et IV, créations
2024;;300210;creation;;PLF2024 sous-parties III et IV, créations
2024;;530213;creation;;PLF2024 sous-parties III et IV, créations
2024;;530214;creation;;PLF2024 sous-parties III et IV, créations
2024;;530218;creation;;PLF2024 sous-parties III et IV, créations
2024;;550106;creation;;PLF2024 sous-parties III et IV, créations
2024;;580103;creation;;PLF2024 sous-parties III et IV, créations
2024;;110215;creation;;PLF2024 sous-parties III et IV, créations
2024;;110211;creation;;PLF2024 sous-parties III et IV, créations
2024;;710109;creation;;PLF2024 sous-parties III et IV, créations
2024;;070204;creation;;PLF2024 sous-parties III et IV, créations
2024;;110308;creation;;PLF2024 sous-parties III et IV, créations
2024;;520127;creation;;PLF2024 sous-parties III et IV, créations
2024;;740102;creation;;PLF2024 sous-parties III et IV, créations
2024;;090110;creation;;PLF2024 sous-parties III et IV, créations
2024;;110263;creation;;PLF2024 sous-parties III et IV, créations
2024;;110267;creation;;PLF2024 sous-parties III et IV, créations
2024;540102;;declassement;;PLF2024 sous-partie III, déclassements
2024;570101;;declassement;;PLF2024 sous-partie III, déclassements
2024;570102;;declassement;;PLF2024 sous-partie III, déclassements
2024;110226;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110267;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;090201;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;800119;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;840101;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;090202;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110238;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110250;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110251;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110252;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110258;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110259;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;110264;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130203;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130204;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130208;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130209;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130211;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130214;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130215;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;130218;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;220106;;suppression;;PLF2024 sous-parties III et IV, suppressions
2024;220107;;suppression;;PLF2024 sous-parties III et IV, suppressions
2025;;900101;classement;;PLF2025 sous-partie III, classements
2025;;800120;creation;;PLF2025 sous-parties III et IV, créations
2025;;140127;creation;;PLF2025 sous-parties III et IV, créations
2025;;150714;creation;;PLF2025 sous-parties III et IV, créations
2025;;120147;creation;;PLF2025 sous-parties III et IV, créations
2025;;520130;creation;;PLF2025 sous-parties III et IV, créations
2025;;180310;creation;;PLF2025 sous-parties III et IV, créations
2025;;110270;creation;;PLF2025 sous-parties III et IV, créations
2025;;110271;creation;;PLF2025 sous-parties III et IV, créations
2025;;170107;creation;;PLF2025 sous-parties III et IV, créations
2025;;210334;creation;;PLF2025 sous-parties III et IV, créations
2025;;220109;creation;;PLF2025 sous-parties III et IV, créations
2025;;220108;creation;;PLF2025 sous-parties III et IV, créations
2025;;730235;creation;;PLF2025 sous-parties III et IV, créations
2025;;940204;creation;;PLF2025 sous-parties III et IV, créations
2025;;070205;creation;;PLF2025 sous-parties III et IV, créations
2025;;170108;creation;;PLF2025 sous-parties III et IV, créations
2025;;120108;creation;;PLF2025 sous-parties III et IV, créations
2025;;230410;creation;;PLF2025 sous-parties III et IV, créations
2025;;120113;creation;;PLF2025 sous-parties III et IV, créations
2025;;150118;creation;;PLF2025 sous-parties III et IV, créations
2025;;150119;creation;;PLF2025 sous-parties III et IV, créations
2025;;150120;creation;;PLF2025 sous-parties III et IV, créations
2025;;110205;creation;;PLF2025 sous-parties III et IV, créations
2025;;110244;creation;;PLF2025 sous-parties III et IV, créations
2025;;110249;creation;;PLF2025 sous-parties III et IV, créations
2025;;040101;creation;;PLF2025 sous-parties III et IV, créations
2025;;040109;creation;;PLF2025 sous-parties III et IV, créations
2025;;040113;creation;;PLF2025 sous-parties III et IV, créations
2025;;050110;creation;;PLF2025 sous-parties III et IV, créations
2025;;050113;creation;;PLF2025 sous-parties III et IV, créations
2025;;090101;creation;;PLF2025 sous-parties III et IV, créations
2025;;090109;creation;;PLF2025 sous-parties III et IV, créations
2025;;090114;creation;;PLF2025 sous-parties III et IV, créations
2025;;110240;creation;;PLF2025 sous-parties III et IV, créations
2025;;110261;creation;;PLF2025 sous-parties III et IV, créations
2025;;800229;creation;;PLF2025 sous-parties III et IV, créations
2025;;820201;creation;;PLF2025 sous-parties III et IV, créations
2025;;820202;creation;;PLF2025 sous-parties III et IV, créations
2025;;820203;creation;;PLF2025 sous-parties III et IV, créations
2025;;820204;creation;;PLF2025 sous-parties III et IV, créations
2025;;820205;creation;;PLF2025 sous-parties III et IV, créations
2025;;820206;creation;;PLF2025 sous-parties III et IV, créations
2025;;820207;creation;;PLF2025 sous-parties III et IV, créations
2025;;820208;creation;;PLF2025 sous-parties III et IV, créations
2025;;820209;creation;;PLF2025 sous-parties III et IV, créations
2025;;970102;creation;;PLF2025 sous-parties III et IV, créations
2025;;970103;creation;;PLF2025 sous-parties III et IV, créations
2025;;970104;creation;;PLF2025 sous-parties III et IV, créations
2025;;970105;creation;;PLF2025 sous-parties III et IV, créations
2025;;970107;creation;;PLF2025 sous-parties III et IV, créations
2025;;150705;creation;;PLF2025 sous-parties III et IV, créations
2025;;150706;creation;;PLF2025 sous-parties III et IV, créations
2025;;150707;creation;;PLF2025 sous-parties III et IV, créations
2025;;150713;creation;;PLF2025 sous-parties III et IV, créations
2025;;300209;creation;;PLF2025 sous-parties III et IV, créations
2025;;300210;creation;;PLF2025 sous-parties III et IV, créations
2025;;530213;creation;;PLF2025 sous-parties III et IV, créations
2025;;530214;creation;;PLF2025 sous-parties III et IV, créations
2025;;530218;creation;;PLF2025 sous-parties III et IV, créations
2025;;550106;creation;;PLF2025 sous-parties III et IV, créations
2025;;580103;creation;;PLF2025 sous-parties III et IV, créations
2025;;110215;creation;;PLF2025 sous-parties III et IV, créations
2025;;110211;creation;;PLF2025 sous-parties III et IV, créations
2025;;710109;creation;;PLF2025 sous-parties III et IV, créations
2025;;070204;creation;;PLF2025 sous-parties III et IV, créations
2025;;110308;creation;;PLF2025 sous-parties III et IV, créations
2025;;520127;creation;;PLF2025 sous-parties III et IV, créations
2025;;740102;creation;;PLF2025 sous-parties III et IV, créations
2025;;040110;creation;;PLF2025 sous-parties III et IV, créations
2025;;090110;creation;;PLF2025 sous-parties III et IV, créations
2025;;110263;creation;;PLF2025 sous-parties III et IV, créations
2025;920301;;declassement;;PLF2025 sous-partie III, déclassements
2025;230604;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;150708;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;520110;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;230103;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;320135;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;110224;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;210325;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;320113;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;320146;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;730205;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;830101;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;830201;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;830202;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;830203;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;840101;;suppression;;PLF2025 sous-parties III et IV, suppressions
2025;840201;;suppression;;PLF2025 sous-parties III et IV, suppressions
2026;;820210;classement;;PLF2026 sous-partie III, classements
2026;;740107;classement;;PLF2026 sous-partie III, classements
2026;;940205;creation;;PLF2026 sous-parties III et IV, créations
2026;;320149;creation;;PLF2026 sous-parties III et IV, créations
2026;;730236;creation;;PLF2026 sous-parties III et IV, créations
2026;;170108;creation;;PLF2026 sous-parties III et IV, créations
2026;;520129;creation;;PLF2026 sous-parties III et IV, créations
2026;;990203;creation;;PLF2026 sous-parties III et IV, créations
2026;;150211;creation;;PLF2026 sous-parties III et IV, créations
2026;;120510;creation;;PLF2026 sous-parties III et IV, créations
2026;;520112;creation;;PLF2026 sous-parties III et IV, créations
2026;;520116;creation;;PLF2026 sous-parties III et IV, créations
2026;;520126;creation;;PLF2026 sous-parties III et IV, créations
2026;;550104;creation;;PLF2026 sous-parties III et IV, créations
2026;;110201;creation;;PLF2026 sous-parties III et IV, créations
2026;;110218;creation;;PLF2026 sous-parties III et IV, créations
2026;;110270;creation;;PLF2026 sous-parties III et IV, créations
2026;;110216;creation;;PLF2026 sous-parties III et IV, créations
2026;;800228;creation;;PLF2026 sous-parties III et IV, créations
2026;;820201;creation;;PLF2026 sous-parties III et IV, créations
2026;;820203;creation;;PLF2026 sous-parties III et IV, créations
2026;;830101;creation;;PLF2026 sous-parties III et IV, créations
2026;;050110;creation;;PLF2026 sous-parties III et IV, créations
2026;;060105;creation;;PLF2026 sous-parties III et IV, créations
2026;;070201;creation;;PLF2026 sous-parties III et IV, créations
2026;;090109;creation;;PLF2026 sous-parties III et IV, créations
2026;;110228;creation;;PLF2026 sous-parties III et IV, créations
2026;;110250;creation;;PLF2026 sous-parties III et IV, créations
2026;;110251;creation;;PLF2026 sous-parties III et IV, créations
2026;;110252;creation;;PLF2026 sous-parties III et IV, créations
2026;060105;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;110215;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;110242;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;120104;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;120116;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;120129;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;120204;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;160201;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;160303;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;190212;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;800215;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;930102;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;120117;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040101;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040107;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040108;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040109;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040110;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040111;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;040112;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;100201;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;120401;;suppression;;PLF2026 sous-parties III et IV, suppressions
2026;800216;;suppression;;PLF2026 sous-parties III et IV, suppressions
