numero;annee;impot;prevu;realise;ecart
190209;2015;Impôt sur le revenu;70;40;-30
120205;2016;Impôt sur le revenu;150;120;-30
140109;2016;Impôt sur le revenu;290;320;30
710103;2016;Taxe sur la valeur ajoutée;1370;1400;30
060102;2016;Impôts locaux;168;138;-30
720108;2017;Taxe sur la valeur ajoutée;40;70;30
300102;2018;Impôt sur les sociétés;1220;1250;30
520201;2018;Droits d'enregistrement et de timbre;70;100;30
130302;2019;Impôt sur le revenu;43;13;-30
580102;2020;Droits d'enregistrement et de timbre;50;80;30
710102;2020;Taxe sur la valeur ajoutée;180;150;-30
730306;2020;Taxe sur la valeur ajoutée;215;185;-30
110250;2021;Impôt sur le revenu;123;93;-30
580102;2021;Droits d'enregistrement et de timbre;60;90;30
730224;2022;Taxe sur la valeur ajoutée;90;60;-30
210308;2023;Impôt sur le revenu et impôt sur les sociétés;155;185;30
800222;2023;TICPE / produits énergétiques hors gaz et charbons;153;183;30
130208;2024;Impôt sur le revenu;40;10;-30
210322;2024;Impôt sur le revenu et impôt sur les sociétés;94;124;30
800212;2024;TICPE / produits énergétiques hors gaz et charbons;146;176;30
320102;2003;Impôt sur les sociétés;36;65;29
410109;2006;Autres impôts directs;30;1;-29
070202;2007;Impôts locaux;345;374;29
080204;2007;Impôts locaux;11;40;29
110247;2008;Impôt sur le revenu;220;249;29
950101;2014;Autres droits;482;511;29
110227;2015;Impôt sur le revenu;2100;2129;29
400203;2016;Autres impôts directs;150;179;29
800203;2018;TICPE / produits énergétiques hors gaz et charbons;104;75;-29
110302;2019;Impôt sur le revenu;402;373;-29
200310;2019;Impôt sur le revenu et impôt sur les sociétés;166;195;29
740102;2019;Taxe sur la valeur ajoutée;44;15;-29
110215;2020;Impôt sur le revenu;175;204;29
110104;2022;Impôt sur le revenu;440;469;29
120117;2022;Impôt sur le revenu;500;471;-29
120117;2023;Impôt sur le revenu;465;494;29
120138;2023;Impôt sur le revenu;254;283;29
210324;2023;Impôt sur le revenu et impôt sur les sociétés;983;1012;29
720107;2003;Taxe sur la valeur ajoutée;262;290;28
110237;2007;Impôt sur le revenu;100;72;-28
520112;2008;Droits d'enregistrement et de timbre;2;30;28
210102;2009;Impôt sur le revenu et impôt sur les sociétés;2;30;28
330103;2009;Impôt sur les sociétés;489;461;-28
110107;2013;Impôt sur le revenu;82;110;28
110216;2013;Impôt sur le revenu;150;122;-28
210313;2014;Impôt sur le revenu et impôt sur les sociétés;1210;1182;-28
110251;2015;Impôt sur le revenu;760;788;28
800207;2016;TICPE / produits énergétiques hors gaz et charbons;127;155;28
800212;2019;TICPE / produits énergétiques hors gaz et charbons;79;107;28
120131;2021;Impôt sur le revenu;180;208;28
730224;2021;Taxe sur la valeur ajoutée;92;64;-28
170201;2023;Impôt sur le revenu;44;72;28
730212;2023;Taxe sur la valeur ajoutée;30;2;-28
210329;2024;Impôt sur le revenu et impôt sur les sociétés;139;167;28
730232;2024;Taxe sur la valeur ajoutée;80;108;28
110215;2002;Impôt sur le revenu;427;400;-27
060201;2009;Impôts locaux;38;11;-27
400203;2010;Autres impôts directs;50;77;27
800117;2013;TICPE / produits énergétiques hors gaz et charbons;3;30;27
110246;2016;Impôt sur le revenu;1990;2017;27
190208;2016;Impôt sur le revenu;114;87;-27
140119;2017;Impôt sur le revenu;1513;1486;-27
800211;2018;TICPE / produits énergétiques hors gaz et charbons;22;49;27
070203;2020;Impôts locaux;41;14;-27
940202;2023;Autres droits;0;27;27
320105;2024;Impôt sur les sociétés;51;78;27
530204;2001;Droits d'enregistrement et de timbre;30;4;-26
190204;2003;Impôt sur le revenu;441;415;-26
800107;2003;TICPE / produits énergétiques hors gaz et charbons;191;165;-26
170201;2009;Impôt sur le revenu;40;66;26
070101;2009;Impôts locaux;1259;1233;-26
190208;2011;Impôt sur le revenu;130;156;26
400203;2013;Autres impôts directs;86;112;26
220101;2016;Impôt sur le revenu et impôt sur les sociétés;62;36;-26
710102;2016;Taxe sur la valeur ajoutée;180;154;-26
210305;2018;Impôt sur le revenu et impôt sur les sociétés;56;82;26
220102;2018;Impôt sur le revenu et impôt sur les sociétés;201;175;-26
710102;2018;Taxe sur la valeur ajoutée;154;180;26
740102;2018;Taxe sur la valeur ajoutée;40;14;-26
110252;2019;Impôt sur le revenu;371;345;-26
220102;2019;Impôt sur le revenu et impôt sur les sociétés;183;157;-26
730305;2020;Taxe sur la valeur ajoutée;170;144;-26
120109;2023;Impôt sur le revenu;327;353;26
230303;2002;Impôt sur le revenu et impôt sur les sociétés;30;5;-25
110210;2003;Impôt sur le revenu;90;115;25
110213;2003;Impôt sur le revenu;65;40;-25
220101;2003;Impôt sur le revenu et impôt sur les sociétés;75;100;25
230602;2003;Impôt sur le revenu et impôt sur les sociétés;200;175;-25
110107;2004;Impôt sur le revenu;35;60;25
110215;2004;Impôt sur le revenu;410;385;-25
110216;2004;Impôt sur le revenu;95;120;25
130203;2004;Impôt sur le revenu;35;60;25
210101;2004;Impôt sur le revenu et impôt sur les sociétés;65;40;-25
110227;2005;Impôt sur le revenu;245;270;25
170105;2005;Impôt sur le revenu;25;0;-25
180305;2005;Impôt sur le revenu;25;0;-25
210308;2005;Impôt sur le revenu et impôt sur les sociétés;10;35;25
730203;2005;Taxe sur la valeur ajoutée;315;290;-25
110216;2006;Impôt sur le revenu;125;150;25
400107;2006;Autres impôts directs;55;80;25
520109;2006;Droits d'enregistrement et de timbre;55;30;-25
110216;2007;Impôt sur le revenu;135;160;25
110233;2007;Impôt sur le revenu;25;0;-25
730218;2007;Taxe sur la valeur ajoutée;40;15;-25
110228;2008;Impôt sur le revenu;50;75;25
120503;2008;Impôt sur le revenu;100;75;-25
130215;2008;Impôt sur le revenu;30;5;-25
170201;2008;Impôt sur le revenu;35;60;25
210305;2008;Impôt sur le revenu et impôt sur les sociétés;40;15;-25
220101;2008;Impôt sur le revenu et impôt sur les sociétés;100;125;25
300209;2008;Impôt sur les sociétés;30;5;-25
320102;2008;Impôt sur les sociétés;90;65;-25
520201;2008;Droits d'enregistrement et de timbre;60;85;25
710104;2008;Taxe sur la valeur ajoutée;200;225;25
100101;2009;Impôt sur le revenu;60;35;-25
190208;2009;Impôt sur le revenu;200;175;-25
110222;2010;Impôt sur le revenu;2600;2625;25
110247;2010;Impôt sur le revenu;1500;1525;25
220101;2010;Impôt sur le revenu et impôt sur les sociétés;120;95;-25
100201;2011;Impôt sur le revenu;245;270;25
120123;2011;Impôt sur le revenu;20;45;25
130203;2011;Impôt sur le revenu;10;35;25
800102;2011;TICPE / produits énergétiques hors gaz et charbons;105;80;-25
110102;2012;Impôt sur le revenu;1050;1075;25
150708;2012;Impôt sur le revenu;100;125;25
220101;2012;Impôt sur le revenu et impôt sur les sociétés;100;75;-25
730219;2012;Taxe sur la valeur ajoutée;455;480;25
110302;2013;Impôt sur le revenu;300;325;25
120111;2013;Impôt sur le revenu;290;315;25
120131;2013;Impôt sur le revenu;110;135;25
120134;2013;Impôt sur le revenu;70;45;-25
120109;2014;Impôt sur le revenu;325;350;25
400111;2014;Autres impôts directs;135;160;25
110203;2015;Impôt sur le revenu;1150;1175;25
130302;2015;Impôt sur le revenu;18;43;25
220102;2015;Impôt sur le revenu et impôt sur les sociétés;200;175;-25
720107;2015;Taxe sur la valeur ajoutée;575;550;-25
110242;2016;Impôt sur le revenu;145;170;25
110302;2016;Impôt sur le revenu;380;405;25
120204;2016;Impôt sur le revenu;405;380;-25
400107;2016;Autres impôts directs;50;75;25
730306;2016;Taxe sur la valeur ajoutée;200;175;-25
800403;2016;TICPE / produits énergétiques hors gaz et charbons;450;425;-25
190101;2016;Impôt sur le revenu;1325;1350;25
110110;2017;Impôt sur le revenu;575;600;25
120205;2017;Impôt sur le revenu;140;115;-25
730203;2017;Taxe sur la valeur ajoutée;870;895;25
730206;2017;Taxe sur la valeur ajoutée;172;197;25
190204;2017;Impôt sur le revenu;100;125;25
300101;2018;Impôt sur les sociétés;150;125;-25
730305;2018;Taxe sur la valeur ajoutée;165;190;25
120131;2019;Impôt sur le revenu;155;180;25
120132;2019;Impôt sur le revenu;325;350;25
110102;2020;Impôt sur le revenu;615;640;25
110250;2020;Impôt sur le revenu;157;132;-25
120138;2020;Impôt sur le revenu;320;295;-25
730233;2020;Taxe sur la valeur ajoutée;360;335;-25
120204;2021;Impôt sur le revenu;475;500;25
200402;2021;Impôt sur le revenu et impôt sur les sociétés;32;7;-25
210308;2021;Impôt sur le revenu et impôt sur les sociétés;130;155;25
730233;2021;Taxe sur la valeur ajoutée;320;345;25
190208;2022;Impôt sur le revenu;84;109;25
720108;2023;Taxe sur la valeur ajoutée;80;55;-25
800221;2023;TICPE / produits énergétiques hors gaz et charbons;1247;1272;25
300101;2024;Impôt sur les sociétés;167;192;25
300211;2024;Impôt sur les sociétés;126;151;25
580102;2024;Droits d'enregistrement et de timbre;95;120;25
100105;2001;Impôt sur le revenu;30;6;-24
140306;2001;Impôt sur le revenu;30;6;-24
230403;2001;Impôt sur le revenu et impôt sur les sociétés;45;21;-24
320107;2001;Impôt sur les sociétés;30;6;-24
120203;2003;Impôt sur le revenu;181;205;24
110214;2006;Impôt sur le revenu;182;206;24
800403;2006;TICPE / produits énergétiques hors gaz et charbons;220;196;-24
080201;2008;Impôts locaux;258;282;24
210308;2010;Impôt sur le revenu et impôt sur les sociétés;30;54;24
110250;2012;Impôt sur le revenu;80;104;24
140103;2012;Impôt sur le revenu;30;54;24
140105;2013;Impôt sur le revenu;60;84;24
110227;2014;Impôt sur le revenu;2210;2234;24
220104;2016;Impôt sur le revenu et impôt sur les sociétés;22;46;24
800207;2017;TICPE / produits énergétiques hors gaz et charbons;180;156;-24
950101;2018;Autres droits;580;604;24
120144;2022;Impôt sur le revenu;32;8;-24
130208;2022;Impôt sur le revenu;30;54;24
320129;2022;Impôt sur les sociétés;140;164;24
730218;2022;Taxe sur la valeur ajoutée;72;48;-24
190208;2024;Impôt sur le revenu;109;85;-24
210330;2024;Impôt sur le revenu et impôt sur les sociétés;42;18;-24
320142;2024;Impôt sur les sociétés;17;41;24
110101;2002;Impôt sur le revenu;503;480;-23
110205;2002;Impôt sur le revenu;213;190;-23
120109;2002;Impôt sur le revenu;183;160;-23
110203;2003;Impôt sur le revenu;197;220;23
730214;2003;Taxe sur la valeur ajoutée;42;65;23
210312;2006;Impôt sur le revenu et impôt sur les sociétés;33;10;-23
070101;2012;Impôts locaux;1304;1281;-23
110222;2013;Impôt sur le revenu;650;673;23
220101;2013;Impôt sur le revenu et impôt sur les sociétés;90;67;-23
800403;2014;TICPE / produits énergétiques hors gaz et charbons;380;357;-23
110210;2015;Impôt sur le revenu;157;180;23
800208;2015;TICPE / produits énergétiques hors gaz et charbons;104;81;-23
110302;2018;Impôt sur le revenu;405;428;23
110213;2019;Impôt sur le revenu;328;305;-23
710102;2019;Taxe sur la valeur ajoutée;167;190;23
800215;2021;TICPE / produits énergétiques hors gaz et charbons;2;25;23
830202;2021;TICGN / gaz naturels;121;98;-23
120111;2022;Impôt sur le revenu;420;443;23
170106;2022;Impôt sur le revenu;115;92;-23
210318;2022;Impôt sur le revenu et impôt sur les sociétés;30;53;23
050204;2022;Impôts locaux;111;134;23
120127;2023;Impôt sur le revenu;75;98;23
190208;2023;Impôt sur le revenu;87;110;23
140102;2002;Impôt sur le revenu;503;525;22
140104;2002;Impôt sur le revenu;183;205;22
730214;2002;Taxe sur la valeur ajoutée;18;40;22
730304;2002;Taxe sur la valeur ajoutée;252;230;-22
230604;2007;Impôt sur le revenu et impôt sur les sociétés;30;8;-22
520112;2009;Droits d'enregistrement et de timbre;3;25;22
110228;2012;Impôt sur le revenu;60;38;-22
200213;2012;Impôt sur le revenu et impôt sur les sociétés;22;0;-22
110213;2013;Impôt sur le revenu;285;263;-22
210318;2013;Impôt sur le revenu et impôt sur les sociétés;24;46;22
050204;2013;Impôts locaux;92;70;-22
130302;2014;Impôt sur le revenu;16;38;22
130203;2015;Impôt sur le revenu;20;42;22
520109;2015;Droits d'enregistrement et de timbre;40;62;22
710102;2015;Taxe sur la valeur ajoutée;180;158;-22
130215;2018;Impôt sur le revenu;40;62;22
720107;2018;Taxe sur la valeur ajoutée;572;550;-22
110210;2019;Impôt sur le revenu;96;74;-22
110261;2019;Impôt sur le revenu;767;745;-22
520109;2019;Droits d'enregistrement et de timbre;72;50;-22
130218;2020;Impôt sur le revenu;38;16;-22
170201;2020;Impôt sur le revenu;32;54;22
100201;2021;Impôt sur le revenu;306;328;22
120144;2021;Impôt sur le revenu;31;9;-22
320105;2021;Impôt sur les sociétés;15;37;22
730208;2021;Taxe sur la valeur ajoutée;34;12;-22
820201;2021;TICFE / électricité;250;228;-22
110216;2022;Impôt sur le revenu;57;79;22
210316;2022;Impôt sur le revenu et impôt sur les sociétés;69;91;22
730208;2022;Taxe sur la valeur ajoutée;32;10;-22
210305;2023;Impôt sur le revenu et impôt sur les sociétés;102;80;-22
160207;2024;Impôt sur le revenu;50;72;22
740102;2001;Taxe sur la valeur ajoutée;30;9;-21
110110;2002;Impôt sur le revenu;259;280;21
140201;2002;Impôt sur le revenu;259;280;21
400302;2002;Autres impôts directs;99;120;21
800101;2002;TICPE / produits énergétiques hors gaz et charbons;221;200;-21
800108;2003;TICPE / produits énergétiques hors gaz et charbons;29;50;21
800201;2003;TICPE / produits énergétiques hors gaz et charbons;102;123;21
110249;2012;Impôt sur le revenu;4;25;21
210313;2016;Impôt sur le revenu et impôt sur les sociétés;956;935;-21
110251;2017;Impôt sur le revenu;788;767;-21
730207;2018;Taxe sur la valeur ajoutée;930;909;-21
800212;2018;TICPE / produits énergétiques hors gaz et charbons;69;90;21
140123;2019;Impôt sur le revenu;104;83;-21
110247;2020;Impôt sur le revenu;0;21;21
110104;2021;Impôt sur le revenu;435;456;21
120402;2021;Impôt sur le revenu;28;49;21
710110;2023;Taxe sur la valeur ajoutée;36;15;-21
730224;2024;Taxe sur la valeur ajoutée;60;81;21
110103;2003;Impôt sur le revenu;220;200;-20
110205;2003;Impôt sur le revenu;200;180;-20
110306;2003;Impôt sur le revenu;140;160;20
200302;2003;Impôt sur le revenu et impôt sur les sociétés;490;470;-20
300102;2003;Impôt sur les sociétés;290;270;-20
110302;2004;Impôt sur le revenu;200;220;20
120126;2004;Impôt sur le revenu;220;240;20
300102;2004;Impôt sur les sociétés;290;270;-20
520305;2004;Droits d'enregistrement et de timbre;290;310;20
720107;2004;Taxe sur la valeur ajoutée;300;320;20
730207;2004;Taxe sur la valeur ajoutée;660;680;20
110104;2005;Impôt sur le revenu;350;330;-20
110231;2005;Impôt sur le revenu;100;80;-20
130203;2005;Impôt sur le revenu;50;70;20
140105;2005;Impôt sur le revenu;120;100;-20
220101;2005;Impôt sur le revenu et impôt sur les sociétés;150;170;20
520203;2005;Droits d'enregistrement et de timbre;50;70;20
800108;2005;TICPE / produits énergétiques hors gaz et charbons;55;35;-20
800201;2005;TICPE / produits énergétiques hors gaz et charbons;130;150;20
110210;2006;Impôt sur le revenu;180;200;20
110228;2006;Impôt sur le revenu;10;30;20
120114;2006;Impôt sur le revenu;500;520;20
140101;2006;Impôt sur le revenu;170;150;-20
140201;2006;Impôt sur le revenu;270;290;20
140202;2006;Impôt sur le revenu;20;40;20
300105;2006;Impôt sur les sociétés;0;20;20
320107;2006;Impôt sur les sociétés;10;30;20
320121;2006;Impôt sur les sociétés;60;40;-20
530206;2006;Droits d'enregistrement et de timbre;15;35;20
100201;2007;Impôt sur le revenu;250;230;-20
110221;2007;Impôt sur le revenu;20;40;20
110228;2007;Impôt sur le revenu;30;50;20
110302;2007;Impôt sur le revenu;230;250;20
120132;2007;Impôt sur le revenu;30;10;-20
140102;2007;Impôt sur le revenu;200;180;-20
140105;2007;Impôt sur le revenu;70;90;20
180307;2007;Impôt sur le revenu;20;0;-20
320113;2007;Impôt sur les sociétés;170;150;-20
730306;2007;Taxe sur la valeur ajoutée;155;175;20
100201;2008;Impôt sur le revenu;260;240;-20
110103;2008;Impôt sur le revenu;200;180;-20
110213;2008;Impôt sur le revenu;120;140;20
110218;2008;Impôt sur le revenu;140;160;20
110235;2008;Impôt sur le revenu;20;40;20
120111;2008;Impôt sur le revenu;220;200;-20
120112;2008;Impôt sur le revenu;20;40;20
120115;2008;Impôt sur le revenu;30;50;20
130208;2008;Impôt sur le revenu;400;380;-20
130302;2008;Impôt sur le revenu;20;40;20
140105;2008;Impôt sur le revenu;80;100;20
180307;2008;Impôt sur le revenu;20;0;-20
320129;2008;Impôt sur les sociétés;40;60;20
320130;2008;Impôt sur les sociétés;30;50;20
580102;2008;Droits d'enregistrement et de timbre;0;20;20
720101;2008;Taxe sur la valeur ajoutée;0;20;20
110103;2009;Impôt sur le revenu;190;210;20
110104;2009;Impôt sur le revenu;380;360;-20
120112;2009;Impôt sur le revenu;20;40;20
120115;2009;Impôt sur le revenu;30;50;20
140102;2009;Impôt sur le revenu;300;280;-20
140103;2009;Impôt sur le revenu;30;50;20
140104;2009;Impôt sur le revenu;150;130;-20
200212;2009;Impôt sur le revenu et impôt sur les sociétés;30;10;-20
200213;2009;Impôt sur le revenu et impôt sur les sociétés;30;10;-20
320129;2009;Impôt sur les sociétés;40;60;20
730216;2009;Taxe sur la valeur ajoutée;110;90;-20
730305;2009;Taxe sur la valeur ajoutée;210;190;-20
110203;2010;Impôt sur le revenu;900;920;20
110213;2010;Impôt sur le revenu;155;175;20
120111;2010;Impôt sur le revenu;240;220;-20
140104;2010;Impôt sur le revenu;100;80;-20
140106;2010;Impôt sur le revenu;30;10;-20
150114;2010;Impôt sur le revenu;20;40;20
160301;2010;Impôt sur le revenu;30;10;-20
210313;2010;Impôt sur le revenu et impôt sur les sociétés;900;920;20
210321;2010;Impôt sur le revenu et impôt sur les sociétés;50;30;-20
730206;2010;Taxe sur la valeur ajoutée;200;220;20
730214;2010;Taxe sur la valeur ajoutée;120;100;-20
730303;2010;Taxe sur la valeur ajoutée;1160;1140;-20
110215;2011;Impôt sur le revenu;240;220;-20
110252;2011;Impôt sur le revenu;100;120;20
120131;2011;Impôt sur le revenu;90;110;20
120205;2011;Impôt sur le revenu;90;110;20
130302;2011;Impôt sur le revenu;40;20;-20
210311;2011;Impôt sur le revenu et impôt sur les sociétés;440;460;20
210321;2011;Impôt sur le revenu et impôt sur les sociétés;50;70;20
320113;2011;Impôt sur les sociétés;155;175;20
730212;2011;Taxe sur la valeur ajoutée;70;90;20
730303;2011;Taxe sur la valeur ajoutée;1170;1190;20
800403;2011;TICPE / produits énergétiques hors gaz et charbons;300;320;20
070202;2011;Impôts locaux;23;3;-20
190209;2011;Impôt sur le revenu;30;50;20
210319;2011;Impôt sur le revenu et impôt sur les sociétés;100;120;20
110107;2012;Impôt sur le revenu;80;100;20
110110;2012;Impôt sur le revenu;410;430;20
110302;2012;Impôt sur le revenu;310;290;-20
120109;2012;Impôt sur le revenu;285;305;20
120132;2012;Impôt sur le revenu;200;220;20
120203;2012;Impôt sur le revenu;25;45;20
140101;2012;Impôt sur le revenu;560;580;20
140105;2012;Impôt sur le revenu;55;75;20
210311;2012;Impôt sur le revenu et impôt sur les sociétés;470;490;20
720106;2012;Taxe sur la valeur ajoutée;80;60;-20
730204;2012;Taxe sur la valeur ajoutée;150;170;20
730218;2012;Taxe sur la valeur ajoutée;20;40;20
120117;2013;Impôt sur le revenu;350;370;20
120203;2013;Impôt sur le revenu;25;45;20
130207;2013;Impôt sur le revenu;23;3;-20
130214;2013;Impôt sur le revenu;60;40;-20
150114;2013;Impôt sur le revenu;45;25;-20
150708;2013;Impôt sur le revenu;100;80;-20
520121;2013;Droits d'enregistrement et de timbre;60;80;20
520201;2013;Droits d'enregistrement et de timbre;80;60;-20
730206;2013;Taxe sur la valeur ajoutée;210;190;-20
730221;2013;Taxe sur la valeur ajoutée;3080;3100;20
190209;2013;Impôt sur le revenu;50;70;20
520120;2013;Droits d'enregistrement et de timbre;100;80;-20
110250;2014;Impôt sur le revenu;180;160;-20
120205;2014;Impôt sur le revenu;130;150;20
220101;2014;Impôt sur le revenu et impôt sur les sociétés;80;60;-20
320113;2014;Impôt sur les sociétés;190;170;-20
400203;2014;Autres impôts directs;110;130;20
980101;2014;Autres droits;135;115;-20
110104;2015;Impôt sur le revenu;425;405;-20
120138;2015;Impôt sur le revenu;255;275;20
130215;2015;Impôt sur le revenu;24;44;20
520121;2015;Droits d'enregistrement et de timbre;80;100;20
110214;2016;Impôt sur le revenu;1510;1490;-20
120126;2016;Impôt sur le revenu;200;180;-20
400111;2016;Autres impôts directs;180;200;20
580102;2016;Droits d'enregistrement et de timbre;33;53;20
730205;2016;Taxe sur la valeur ajoutée;670;690;20
190207;2016;Impôt sur le revenu;200;180;-20
110104;2017;Impôt sur le revenu;395;375;-20
210308;2017;Impôt sur le revenu et impôt sur les sociétés;83;103;20
190101;2017;Impôt sur le revenu;1350;1370;20
210319;2017;Impôt sur le revenu et impôt sur les sociétés;100;80;-20
140109;2018;Impôt sur le revenu;320;300;-20
320115;2018;Impôt sur les sociétés;40;20;-20
300211;2019;Impôt sur les sociétés;90;110;20
320115;2019;Impôt sur les sociétés;40;20;-20
520201;2019;Droits d'enregistrement et de timbre;80;100;20
110302;2020;Impôt sur le revenu;362;382;20
120111;2020;Impôt sur le revenu;400;420;20
120204;2020;Impôt sur le revenu;440;460;20
210322;2020;Impôt sur le revenu et impôt sur les sociétés;68;88;20
220102;2020;Impôt sur le revenu et impôt sur les sociétés;183;163;-20
520121;2020;Droits d'enregistrement et de timbre;90;70;-20
100102;2021;Impôt sur le revenu;32;12;-20
120206;2021;Impôt sur le revenu;85;65;-20
720107;2021;Taxe sur la valeur ajoutée;580;600;20
720108;2021;Taxe sur la valeur ajoutée;55;75;20
100201;2022;Impôt sur le revenu;320;340;20
140123;2022;Impôt sur le revenu;87;107;20
210308;2022;Impôt sur le revenu et impôt sur les sociétés;150;170;20
210322;2022;Impôt sur le revenu et impôt sur les sociétés;77;97;20
300101;2022;Impôt sur les sociétés;115;135;20
520121;2022;Droits d'enregistrement et de timbre;70;90;20
210322;2023;Impôt sur le revenu et impôt sur les sociétés;86;106;20
150120;2024;Impôt sur le revenu;55;35;-20
320121;2024;Impôt sur les sociétés;132;152;20
520121;2024;Droits d'enregistrement et de timbre;90;110;20
730233;2024;Taxe sur la valeur ajoutée;175;155;-20
140101;2005;Impôt sur le revenu;174;155;-19
800117;2012;TICPE / produits énergétiques hors gaz et charbons;3;22;19
320121;2014;Impôt sur les sociétés;70;51;-19
730212;2014;Taxe sur la valeur ajoutée;45;26;-19
800208;2014;TICPE / produits énergétiques hors gaz et charbons;110;91;-19
220104;2015;Impôt sur le revenu et impôt sur les sociétés;9;28;19
720106;2015;Taxe sur la valeur ajoutée;64;83;19
120134;2016;Impôt sur le revenu;50;31;-19
820202;2017;TICFE / électricité;85;104;19
800109;2017;TICPE / produits énergétiques hors gaz et charbons;3080;3099;19
440102;2018;Autres impôts directs;52;33;-19
520209;2018;Droits d'enregistrement et de timbre;1;20;19
730206;2018;Taxe sur la valeur ajoutée;188;207;19
110236;2019;Impôt sur le revenu;67;48;-19
130214;2019;Impôt sur le revenu;61;42;-19
200402;2020;Impôt sur le revenu et impôt sur les sociétés;26;7;-19
730232;2020;Taxe sur la valeur ajoutée;142;123;-19
140101;2021;Impôt sur le revenu;392;411;19
320129;2021;Impôt sur les sociétés;121;140;19
730232;2021;Taxe sur la valeur ajoutée;138;157;19
110104;2023;Impôt sur le revenu;476;495;19
320142;2023;Impôt sur les sociétés;15;34;19
730226;2023;Taxe sur la valeur ajoutée;86;67;-19
140101;2024;Impôt sur le revenu;445;426;-19
210315;2024;Impôt sur le revenu et impôt sur les sociétés;79;98;19
230602;2024;Impôt sur le revenu et impôt sur les sociétés;67;48;-19
140117;2002;Impôt sur le revenu;488;470;-18
800105;2003;TICPE / produits énergétiques hors gaz et charbons;2;20;18
400110;2005;Autres impôts directs;20;2;-18
210312;2007;Impôt sur le revenu et impôt sur les sociétés;30;12;-18
170201;2010;Impôt sur le revenu;60;42;-18
210322;2011;Impôt sur le revenu et impôt sur les sociétés;90;72;-18
110218;2013;Impôt sur le revenu;50;32;-18
730208;2013;Taxe sur la valeur ajoutée;50;32;-18
220101;2015;Impôt sur le revenu et impôt sur les sociétés;68;50;-18
320140;2015;Impôt sur les sociétés;30;12;-18
550103;2015;Droits d'enregistrement et de timbre;15;33;18
110224;2016;Impôt sur le revenu;300;282;-18
110227;2016;Impôt sur le revenu;55;37;-18
130214;2016;Impôt sur le revenu;50;68;18
550103;2016;Droits d'enregistrement et de timbre;15;33;18
730206;2016;Taxe sur la valeur ajoutée;160;178;18
110216;2017;Impôt sur le revenu;72;54;-18
110302;2017;Impôt sur le revenu;384;402;18
100101;2019;Impôt sur le revenu;42;24;-18
110250;2019;Impôt sur le revenu;180;162;-18
100102;2020;Impôt sur le revenu;40;22;-18
300211;2020;Impôt sur les sociétés;97;115;18
820206;2020;TICFE / électricité;0;18;18
210318;2021;Impôt sur le revenu et impôt sur les sociétés;28;46;18
230102;2021;Impôt sur le revenu et impôt sur les sociétés;23;5;-18
320135;2021;Impôt sur les sociétés;45;63;18
120201;2022;Impôt sur le revenu;59;77;18
050102;2022;Impôts locaux;23;41;18
520121;2023;Droits d'enregistrement et de timbre;80;98;18
800216;2024;TICPE / produits énergétiques hors gaz et charbons;483;501;18
160302;2001;Impôt sur le revenu;20;3;-17
410110;2001;Autres impôts directs;20;3;-17
500102;2001;Droits d'enregistrement et de timbre;20;3;-17
110203;2002;Impôt sur le revenu;183;200;17
520203;2002;Droits d'enregistrement et de timbre;23;40;17
400202;2003;Autres impôts directs;287;270;-17
800102;2006;TICPE / produits énergétiques hors gaz et charbons;115;98;-17
400111;2009;Autres impôts directs;104;121;17
120503;2010;Impôt sur le revenu;40;23;-17
400203;2012;Autres impôts directs;57;74;17
520109;2012;Droits d'enregistrement et de timbre;23;40;17
730307;2012;Taxe sur la valeur ajoutée;8;25;17
400202;2013;Autres impôts directs;482;465;-17
720106;2014;Taxe sur la valeur ajoutée;60;77;17
950102;2014;Autres droits;46;29;-17
950101;2015;Autres droits;487;470;-17
950102;2015;Autres droits;30;47;17
050201;2015;Impôts locaux;70;53;-17
210320;2016;Impôt sur le revenu et impôt sur les sociétés;29;12;-17
110224;2017;Impôt sur le revenu;285;302;17
060102;2017;Impôts locaux;139;122;-17
130214;2018;Impôt sur le revenu;68;51;-17
130302;2018;Impôt sur le revenu;45;62;17
060102;2018;Impôts locaux;125;108;-17
110210;2020;Impôt sur le revenu;72;55;-17
210318;2020;Impôt sur le revenu et impôt sur les sociétés;25;42;17
200302;2021;Impôt sur le revenu et impôt sur les sociétés;6400;6383;-17
730214;2021;Taxe sur la valeur ajoutée;137;120;-17
120501;2022;Impôt sur le revenu;588;605;17
160205;2022;Impôt sur le revenu;24;7;-17
440201;2022;Autres impôts directs;115;132;17
120204;2024;Impôt sur le revenu;580;597;17
210321;2024;Impôt sur le revenu et impôt sur les sociétés;119;102;-17
720106;2024;Taxe sur la valeur ajoutée;20;37;17
730206;2024;Taxe sur la valeur ajoutée;136;153;17
120204;2002;Impôt sur le revenu;134;150;16
520301;2002;Droits d'enregistrement et de timbre;56;40;-16
730305;2002;Taxe sur la valeur ajoutée;206;190;-16
110225;2003;Impôt sur le revenu;31;15;-16
110213;2009;Impôt sur le revenu;145;161;16
130302;2010;Impôt sur le revenu;40;24;-16
400203;2011;Autres impôts directs;70;86;16
050204;2011;Impôts locaux;50;66;16
740102;2013;Taxe sur la valeur ajoutée;12;28;16
210308;2014;Impôt sur le revenu et impôt sur les sociétés;58;74;16
110222;2015;Impôt sur le revenu;890;874;-16
120124;2015;Impôt sur le revenu;94;110;16
060102;2015;Impôts locaux;169;153;-16
