numero;annee;impot;prevu;realise;ecart
210306;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
210313;2009;Impôt sur le revenu et impôt sur les sociétés;700;700;0
210317;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
220301;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230202;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230403;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230405;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230408;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230506;2009;Impôt sur le revenu et impôt sur les sociétés;1;1;0
230507;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230509;2009;Impôt sur le revenu et impôt sur les sociétés;0;0;0
300101;2009;Impôt sur les sociétés;50;50;0
300109;2009;Impôt sur les sociétés;0;0;0
300110;2009;Impôt sur les sociétés;0;0;0
300207;2009;Impôt sur les sociétés;0;0;0
300208;2009;Impôt sur les sociétés;5;5;0
300209;2009;Impôt sur les sociétés;5;5;0
300210;2009;Impôt sur les sociétés;3;3;0
300303;2009;Impôt sur les sociétés;0;0;0
310204;2009;Impôt sur les sociétés;0;0;0
310205;2009;Impôt sur les sociétés;0;0;0
320105;2009;Impôt sur les sociétés;10;10;0
320106;2009;Impôt sur les sociétés;0;0;0
320108;2009;Impôt sur les sociétés;3;3;0
320115;2009;Impôt sur les sociétés;10;10;0
320122;2009;Impôt sur les sociétés;0;0;0
320126;2009;Impôt sur les sociétés;0;0;0
320131;2009;Impôt sur les sociétés;0;0;0
320133;2009;Impôt sur les sociétés;1;1;0
320134;2009;Impôt sur les sociétés;0;0;0
320138;2009;Impôt sur les sociétés;1;1;0
400301;2009;Autres impôts directs;0;0;0
500101;2009;Droits d'enregistrement et de timbre;1;1;0
520111;2009;Droits d'enregistrement et de timbre;0;0;0
520114;2009;Droits d'enregistrement et de timbre;0;0;0
520116;2009;Droits d'enregistrement et de timbre;0;0;0
520118;2009;Droits d'enregistrement et de timbre;2;2;0
520209;2009;Droits d'enregistrement et de timbre;1;1;0
520302;2009;Droits d'enregistrement et de timbre;0;0;0
530101;2009;Droits d'enregistrement et de timbre;0;0;0
530206;2009;Droits d'enregistrement et de timbre;5;5;0
530207;2009;Droits d'enregistrement et de timbre;0;0;0
530208;2009;Droits d'enregistrement et de timbre;2;2;0
530209;2009;Droits d'enregistrement et de timbre;0;0;0
530211;2009;Droits d'enregistrement et de timbre;0;0;0
540101;2009;Droits d'enregistrement et de timbre;0;0;0
550101;2009;Droits d'enregistrement et de timbre;0;0;0
550102;2009;Droits d'enregistrement et de timbre;0;0;0
550103;2009;Droits d'enregistrement et de timbre;5;5;0
570202;2009;Droits d'enregistrement et de timbre;0;0;0
580102;2009;Droits d'enregistrement et de timbre;20;20;0
700102;2009;Taxe sur la valeur ajoutée;1;1;0
710101;2009;Taxe sur la valeur ajoutée;0;0;0
720107;2009;Taxe sur la valeur ajoutée;600;600;0
720201;2009;Taxe sur la valeur ajoutée;5;5;0
720202;2009;Taxe sur la valeur ajoutée;0;0;0
720203;2009;Taxe sur la valeur ajoutée;1;1;0
720206;2009;Taxe sur la valeur ajoutée;10;10;0
730208;2009;Taxe sur la valeur ajoutée;40;40;0
730306;2009;Taxe sur la valeur ajoutée;185;185;0
800104;2009;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800111;2009;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800203;2009;TICPE / produits énergétiques hors gaz et charbons;6;6;0
800204;2009;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800206;2009;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800302;2009;TICPE / produits énergétiques hors gaz et charbons;1;1;0
800406;2009;TICPE / produits énergétiques hors gaz et charbons;0;0;0
960102;2009;Autres droits;0;0;0
050102;2009;Impôts locaux;4;4;0
050103;2009;Impôts locaux;3;3;0
050107;2009;Impôts locaux;0;0;0
060104;2009;Impôts locaux;2;2;0
060105;2009;Impôts locaux;0;0;0
060106;2009;Impôts locaux;1;1;0
060107;2009;Impôts locaux;0;0;0
080101;2009;Impôts locaux;1;1;0
080108;2009;Impôts locaux;0;0;0
080207;2009;Impôts locaux;0;0;0
110211;2010;Impôt sur le revenu;30;30;0
110214;2010;Impôt sur le revenu;1250;1250;0
110229;2010;Impôt sur le revenu;2;2;0
110233;2010;Impôt sur le revenu;0;0;0
110241;2010;Impôt sur le revenu;0;0;0
110242;2010;Impôt sur le revenu;195;195;0
110243;2010;Impôt sur le revenu;0;0;0
110253;2010;Impôt sur le revenu;0;0;0
110255;2010;Impôt sur le revenu;0;0;0
110302;2010;Impôt sur le revenu;290;290;0
120101;2010;Impôt sur le revenu;1;1;0
120104;2010;Impôt sur le revenu;0;0;0
120112;2010;Impôt sur le revenu;50;50;0
120113;2010;Impôt sur le revenu;100;100;0
120115;2010;Impôt sur le revenu;50;50;0
120116;2010;Impôt sur le revenu;5;5;0
120121;2010;Impôt sur le revenu;0;0;0
120123;2010;Impôt sur le revenu;20;20;0
120126;2010;Impôt sur le revenu;200;200;0
120127;2010;Impôt sur le revenu;20;20;0
120129;2010;Impôt sur le revenu;0;0;0
120137;2010;Impôt sur le revenu;3;3;0
120139;2010;Impôt sur le revenu;0;0;0
120142;2010;Impôt sur le revenu;10;10;0
120202;2010;Impôt sur le revenu;1600;1600;0
120205;2010;Impôt sur le revenu;100;100;0
120208;2010;Impôt sur le revenu;0;0;0
120211;2010;Impôt sur le revenu;0;0;0
120301;2010;Impôt sur le revenu;1;1;0
120306;2010;Impôt sur le revenu;1;1;0
120307;2010;Impôt sur le revenu;0;0;0
120501;2010;Impôt sur le revenu;140;140;0
120507;2010;Impôt sur le revenu;0;0;0
120508;2010;Impôt sur le revenu;0;0;0
130215;2010;Impôt sur le revenu;15;15;0
130301;2010;Impôt sur le revenu;0;0;0
140109;2010;Impôt sur le revenu;300;300;0
140110;2010;Impôt sur le revenu;0;0;0
140124;2010;Impôt sur le revenu;0;0;0
140125;2010;Impôt sur le revenu;10;10;0
140126;2010;Impôt sur le revenu;0;0;0
140308;2010;Impôt sur le revenu;0;0;0
150403;2010;Impôt sur le revenu;0;0;0
150405;2010;Impôt sur le revenu;5;5;0
150512;2010;Impôt sur le revenu;1;1;0
150514;2010;Impôt sur le revenu;2;2;0
150701;2010;Impôt sur le revenu;150;150;0
150706;2010;Impôt sur le revenu;0;0;0
150710;2010;Impôt sur le revenu;0;0;0
150712;2010;Impôt sur le revenu;0;0;0
160102;2010;Impôt sur le revenu;1;1;0
160103;2010;Impôt sur le revenu;0;0;0
160203;2010;Impôt sur le revenu;1;1;0
160204;2010;Impôt sur le revenu;5;5;0
160206;2010;Impôt sur le revenu;0;0;0
160302;2010;Impôt sur le revenu;10;10;0
160406;2010;Impôt sur le revenu;1;1;0
170501;2010;Impôt sur le revenu;1;1;0
180105;2010;Impôt sur le revenu;0;0;0
180304;2010;Impôt sur le revenu;0;0;0
180305;2010;Impôt sur le revenu;2;2;0
180306;2010;Impôt sur le revenu;0;0;0
180307;2010;Impôt sur le revenu;0;0;0
180308;2010;Impôt sur le revenu;0;0;0
190101;2010;Impôt sur le revenu;800;800;0
200206;2010;Impôt sur le revenu et impôt sur les sociétés;0;0;0
200216;2010;Impôt sur le revenu et impôt sur les sociétés;2;2;0
200304;2010;Impôt sur le revenu et impôt sur les sociétés;1;1;0
210306;2010;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230204;2010;Impôt sur le revenu et impôt sur les sociétés;3;3;0
230303;2010;Impôt sur le revenu et impôt sur les sociétés;4;4;0
230304;2010;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230403;2010;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230408;2010;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230506;2010;Impôt sur le revenu et impôt sur les sociétés;1;1;0
230507;2010;Impôt sur le revenu et impôt sur les sociétés;0;0;0
300101;2010;Impôt sur les sociétés;50;50;0
300105;2010;Impôt sur les sociétés;1;1;0
300109;2010;Impôt sur les sociétés;0;0;0
300110;2010;Impôt sur les sociétés;0;0;0
300207;2010;Impôt sur les sociétés;0;0;0
300208;2010;Impôt sur les sociétés;5;5;0
300209;2010;Impôt sur les sociétés;5;5;0
300211;2010;Impôt sur les sociétés;40;40;0
300302;2010;Impôt sur les sociétés;0;0;0
300303;2010;Impôt sur les sociétés;0;0;0
310203;2010;Impôt sur les sociétés;0;0;0
310204;2010;Impôt sur les sociétés;0;0;0
310205;2010;Impôt sur les sociétés;0;0;0
320105;2010;Impôt sur les sociétés;10;10;0
320106;2010;Impôt sur les sociétés;0;0;0
320108;2010;Impôt sur les sociétés;3;3;0
320111;2010;Impôt sur les sociétés;0;0;0
320115;2010;Impôt sur les sociétés;10;10;0
320126;2010;Impôt sur les sociétés;0;0;0
320131;2010;Impôt sur les sociétés;0;0;0
400108;2010;Autres impôts directs;50;50;0
400113;2010;Autres impôts directs;5;5;0
400301;2010;Autres impôts directs;0;0;0
420106;2010;Autres impôts directs;1;1;0
520111;2010;Droits d'enregistrement et de timbre;0;0;0
520114;2010;Droits d'enregistrement et de timbre;0;0;0
520116;2010;Droits d'enregistrement et de timbre;0;0;0
520117;2010;Droits d'enregistrement et de timbre;1;1;0
520118;2010;Droits d'enregistrement et de timbre;2;2;0
520209;2010;Droits d'enregistrement et de timbre;1;1;0
520302;2010;Droits d'enregistrement et de timbre;0;0;0
530101;2010;Droits d'enregistrement et de timbre;0;0;0
530206;2010;Droits d'enregistrement et de timbre;5;5;0
530207;2010;Droits d'enregistrement et de timbre;0;0;0
530208;2010;Droits d'enregistrement et de timbre;2;2;0
530209;2010;Droits d'enregistrement et de timbre;0;0;0
530211;2010;Droits d'enregistrement et de timbre;0;0;0
530212;2010;Droits d'enregistrement et de timbre;15;15;0
540101;2010;Droits d'enregistrement et de timbre;0;0;0
550101;2010;Droits d'enregistrement et de timbre;0;0;0
550102;2010;Droits d'enregistrement et de timbre;0;0;0
550103;2010;Droits d'enregistrement et de timbre;5;5;0
570102;2010;Droits d'enregistrement et de timbre;1;1;0
570202;2010;Droits d'enregistrement et de timbre;0;0;0
580102;2010;Droits d'enregistrement et de timbre;20;20;0
700102;2010;Taxe sur la valeur ajoutée;1;1;0
710101;2010;Taxe sur la valeur ajoutée;0;0;0
710104;2010;Taxe sur la valeur ajoutée;100;100;0
720108;2010;Taxe sur la valeur ajoutée;2;2;0
720202;2010;Taxe sur la valeur ajoutée;0;0;0
720203;2010;Taxe sur la valeur ajoutée;1;1;0
720206;2010;Taxe sur la valeur ajoutée;10;10;0
730220;2010;Taxe sur la valeur ajoutée;10;10;0
730221;2010;Taxe sur la valeur ajoutée;3000;3000;0
800104;2010;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800111;2010;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800114;2010;TICPE / produits énergétiques hors gaz et charbons;3;3;0
800115;2010;TICPE / produits énergétiques hors gaz et charbons;2;2;0
800203;2010;TICPE / produits énergétiques hors gaz et charbons;6;6;0
800204;2010;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800302;2010;TICPE / produits énergétiques hors gaz et charbons;1;1;0
800406;2010;TICPE / produits énergétiques hors gaz et charbons;0;0;0
920201;2010;Autres droits;0;0;0
920202;2010;Autres droits;0;0;0
920301;2010;Autres droits;5;5;0
960102;2010;Autres droits;0;0;0
970101;2010;Autres droits;0;0;0
050201;2010;Impôts locaux;70;70;0
060104;2010;Impôts locaux;2;2;0
060108;2010;Impôts locaux;10;10;0
060203;2010;Impôts locaux;12;12;0
150702;2010;Impôt sur le revenu;180;180;0
160104;2010;Impôt sur le revenu;5;5;0
160403;2010;Impôt sur le revenu;0;0;0
160405;2010;Impôt sur le revenu;0;0;0
190203;2010;Impôt sur le revenu;10;10;0
190206;2010;Impôt sur le revenu;20;20;0
350101;2010;Impôt sur les sociétés;5;5;0
520207;2010;Droits d'enregistrement et de timbre;1;1;0
520208;2010;Droits d'enregistrement et de timbre;3;3;0
800102;2010;TICPE / produits énergétiques hors gaz et charbons;105;105;0
100105;2011;Impôt sur le revenu;1;1;0
110102;2011;Impôt sur le revenu;1440;1440;0
110104;2011;Impôt sur le revenu;340;340;0
110107;2011;Impôt sur le revenu;80;80;0
110109;2011;Impôt sur le revenu;100;100;0
110202;2011;Impôt sur le revenu;130;130;0
110205;2011;Impôt sur le revenu;10;10;0
110224;2011;Impôt sur le revenu;700;700;0
110226;2011;Impôt sur le revenu;8;8;0
110229;2011;Impôt sur le revenu;2;2;0
110234;2011;Impôt sur le revenu;6;6;0
110238;2011;Impôt sur le revenu;4;4;0
110239;2011;Impôt sur le revenu;0;0;0
110241;2011;Impôt sur le revenu;0;0;0
110243;2011;Impôt sur le revenu;0;0;0
110248;2011;Impôt sur le revenu;0;0;0
110255;2011;Impôt sur le revenu;0;0;0
110257;2011;Impôt sur le revenu;0;0;0
120101;2011;Impôt sur le revenu;1;1;0
120104;2011;Impôt sur le revenu;0;0;0
120109;2011;Impôt sur le revenu;275;275;0
120112;2011;Impôt sur le revenu;50;50;0
120113;2011;Impôt sur le revenu;100;100;0
120116;2011;Impôt sur le revenu;5;5;0
120121;2011;Impôt sur le revenu;0;0;0
120126;2011;Impôt sur le revenu;200;200;0
120129;2011;Impôt sur le revenu;0;0;0
120135;2011;Impôt sur le revenu;1;1;0
120137;2011;Impôt sur le revenu;3;3;0
120142;2011;Impôt sur le revenu;10;10;0
120143;2011;Impôt sur le revenu;0;0;0
120208;2011;Impôt sur le revenu;0;0;0
120211;2011;Impôt sur le revenu;0;0;0
120307;2011;Impôt sur le revenu;0;0;0
120308;2011;Impôt sur le revenu;0;0;0
120501;2011;Impôt sur le revenu;140;140;0
120507;2011;Impôt sur le revenu;0;0;0
120508;2011;Impôt sur le revenu;0;0;0
130215;2011;Impôt sur le revenu;20;20;0
140110;2011;Impôt sur le revenu;0;0;0
140117;2011;Impôt sur le revenu;115;115;0
140119;2011;Impôt sur le revenu;1000;1000;0
140120;2011;Impôt sur le revenu;10;10;0
140124;2011;Impôt sur le revenu;0;0;0
140308;2011;Impôt sur le revenu;0;0;0
150117;2011;Impôt sur le revenu;15;15;0
150118;2011;Impôt sur le revenu;10;10;0
150119;2011;Impôt sur le revenu;0;0;0
150403;2011;Impôt sur le revenu;0;0;0
150405;2011;Impôt sur le revenu;5;5;0
150514;2011;Impôt sur le revenu;2;2;0
150706;2011;Impôt sur le revenu;0;0;0
150710;2011;Impôt sur le revenu;0;0;0
150712;2011;Impôt sur le revenu;0;0;0
160103;2011;Impôt sur le revenu;0;0;0
160203;2011;Impôt sur le revenu;1;1;0
160301;2011;Impôt sur le revenu;10;10;0
160302;2011;Impôt sur le revenu;10;10;0
160406;2011;Impôt sur le revenu;1;1;0
170501;2011;Impôt sur le revenu;1;1;0
190210;2011;Impôt sur le revenu;0;0;0
200206;2011;Impôt sur le revenu et impôt sur les sociétés;0;0;0
200216;2011;Impôt sur le revenu et impôt sur les sociétés;3;3;0
210203;2011;Impôt sur le revenu et impôt sur les sociétés;3;3;0
210306;2011;Impôt sur le revenu et impôt sur les sociétés;0;0;0
210312;2011;Impôt sur le revenu et impôt sur les sociétés;13;13;0
210320;2011;Impôt sur le revenu et impôt sur les sociétés;100;100;0
230204;2011;Impôt sur le revenu et impôt sur les sociétés;3;3;0
230304;2011;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230405;2011;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230408;2011;Impôt sur le revenu et impôt sur les sociétés;0;0;0
300101;2011;Impôt sur les sociétés;50;50;0
300105;2011;Impôt sur les sociétés;1;1;0
300109;2011;Impôt sur les sociétés;0;0;0
300110;2011;Impôt sur les sociétés;0;0;0
300207;2011;Impôt sur les sociétés;0;0;0
300208;2011;Impôt sur les sociétés;5;5;0
300209;2011;Impôt sur les sociétés;5;5;0
300211;2011;Impôt sur les sociétés;40;40;0
300302;2011;Impôt sur les sociétés;0;0;0
300303;2011;Impôt sur les sociétés;0;0;0
310204;2011;Impôt sur les sociétés;0;0;0
320105;2011;Impôt sur les sociétés;10;10;0
320108;2011;Impôt sur les sociétés;3;3;0
320111;2011;Impôt sur les sociétés;0;0;0
320115;2011;Impôt sur les sociétés;10;10;0
320129;2011;Impôt sur les sociétés;50;50;0
320134;2011;Impôt sur les sociétés;0;0;0
400113;2011;Autres impôts directs;10;10;0
400301;2011;Autres impôts directs;0;0;0
500101;2011;Droits d'enregistrement et de timbre;1;1;0
510101;2011;Droits d'enregistrement et de timbre;0;0;0
520105;2011;Droits d'enregistrement et de timbre;0;0;0
520111;2011;Droits d'enregistrement et de timbre;0;0;0
520112;2011;Droits d'enregistrement et de timbre;25;25;0
520114;2011;Droits d'enregistrement et de timbre;0;0;0
520116;2011;Droits d'enregistrement et de timbre;0;0;0
520118;2011;Droits d'enregistrement et de timbre;2;2;0
520122;2011;Droits d'enregistrement et de timbre;0;0;0
520302;2011;Droits d'enregistrement et de timbre;0;0;0
530101;2011;Droits d'enregistrement et de timbre;0;0;0
530207;2011;Droits d'enregistrement et de timbre;0;0;0
530209;2011;Droits d'enregistrement et de timbre;0;0;0
540101;2011;Droits d'enregistrement et de timbre;0;0;0
550101;2011;Droits d'enregistrement et de timbre;0;0;0
550102;2011;Droits d'enregistrement et de timbre;0;0;0
550103;2011;Droits d'enregistrement et de timbre;5;5;0
570102;2011;Droits d'enregistrement et de timbre;1;1;0
570202;2011;Droits d'enregistrement et de timbre;0;0;0
570204;2011;Droits d'enregistrement et de timbre;0;0;0
700102;2011;Taxe sur la valeur ajoutée;1;1;0
710101;2011;Taxe sur la valeur ajoutée;0;0;0
710104;2011;Taxe sur la valeur ajoutée;100;100;0
720202;2011;Taxe sur la valeur ajoutée;0;0;0
720203;2011;Taxe sur la valeur ajoutée;1;1;0
730215;2011;Taxe sur la valeur ajoutée;3;3;0
730218;2011;Taxe sur la valeur ajoutée;25;25;0
730302;2011;Taxe sur la valeur ajoutée;4;4;0
800111;2011;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800114;2011;TICPE / produits énergétiques hors gaz et charbons;3;3;0
800116;2011;TICPE / produits énergétiques hors gaz et charbons;253;253;0
800203;2011;TICPE / produits énergétiques hors gaz et charbons;6;6;0
800204;2011;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800302;2011;TICPE / produits énergétiques hors gaz et charbons;1;1;0
800406;2011;TICPE / produits énergétiques hors gaz et charbons;0;0;0
920201;2011;Autres droits;0;0;0
920202;2011;Autres droits;0;0;0
920301;2011;Autres droits;5;5;0
970101;2011;Autres droits;0;0;0
040107;2011;Impôts locaux;20;20;0
040109;2011;Impôts locaux;0;0;0
050201;2011;Impôts locaux;70;70;0
090101;2011;Impôts locaux;6;6;0
090102;2011;Impôts locaux;1;1;0
090103;2011;Impôts locaux;0;0;0
090105;2011;Impôts locaux;4;4;0
090106;2011;Impôts locaux;3;3;0
090109;2011;Impôts locaux;0;0;0
150702;2011;Impôt sur le revenu;180;180;0
160104;2011;Impôt sur le revenu;5;5;0
160403;2011;Impôt sur le revenu;0;0;0
160405;2011;Impôt sur le revenu;0;0;0
190203;2011;Impôt sur le revenu;10;10;0
190206;2011;Impôt sur le revenu;20;20;0
520119;2011;Droits d'enregistrement et de timbre;200;200;0
520207;2011;Droits d'enregistrement et de timbre;1;1;0
120139;2011;Impôt sur le revenu;0;0;0
100105;2012;Impôt sur le revenu;1;1;0
100202;2012;Impôt sur le revenu;6;6;0
110224;2012;Impôt sur le revenu;470;470;0
110229;2012;Impôt sur le revenu;2;2;0
110233;2012;Impôt sur le revenu;1;1;0
110239;2012;Impôt sur le revenu;0;0;0
110241;2012;Impôt sur le revenu;0;0;0
110243;2012;Impôt sur le revenu;0;0;0
110244;2012;Impôt sur le revenu;25;25;0
110245;2012;Impôt sur le revenu;9;9;0
110248;2012;Impôt sur le revenu;0;0;0
110251;2012;Impôt sur le revenu;430;430;0
110255;2012;Impôt sur le revenu;0;0;0
110257;2012;Impôt sur le revenu;0;0;0
120101;2012;Impôt sur le revenu;1;1;0
120104;2012;Impôt sur le revenu;0;0;0
120113;2012;Impôt sur le revenu;100;100;0
120116;2012;Impôt sur le revenu;5;5;0
120121;2012;Impôt sur le revenu;0;0;0
120126;2012;Impôt sur le revenu;200;200;0
120129;2012;Impôt sur le revenu;0;0;0
120139;2012;Impôt sur le revenu;0;0;0
120141;2012;Impôt sur le revenu;5;5;0
120143;2012;Impôt sur le revenu;0;0;0
120208;2012;Impôt sur le revenu;0;0;0
120306;2012;Impôt sur le revenu;1;1;0
120307;2012;Impôt sur le revenu;0;0;0
120501;2012;Impôt sur le revenu;140;140;0
140110;2012;Impôt sur le revenu;0;0;0
140120;2012;Impôt sur le revenu;10;10;0
140124;2012;Impôt sur le revenu;0;0;0
140308;2012;Impôt sur le revenu;0;0;0
150119;2012;Impôt sur le revenu;0;0;0
150403;2012;Impôt sur le revenu;0;0;0
150405;2012;Impôt sur le revenu;5;5;0
150706;2012;Impôt sur le revenu;0;0;0
150710;2012;Impôt sur le revenu;0;0;0
150711;2012;Impôt sur le revenu;2;2;0
160103;2012;Impôt sur le revenu;0;0;0
160203;2012;Impôt sur le revenu;1;1;0
160206;2012;Impôt sur le revenu;0;0;0
160406;2012;Impôt sur le revenu;1;1;0
170501;2012;Impôt sur le revenu;1;1;0
180101;2012;Impôt sur le revenu;3;3;0
190210;2012;Impôt sur le revenu;0;0;0
200206;2012;Impôt sur le revenu et impôt sur les sociétés;0;0;0
200216;2012;Impôt sur le revenu et impôt sur les sociétés;3;3;0
210306;2012;Impôt sur le revenu et impôt sur les sociétés;0;0;0
210312;2012;Impôt sur le revenu et impôt sur les sociétés;13;13;0
230203;2012;Impôt sur le revenu et impôt sur les sociétés;3;3;0
230204;2012;Impôt sur le revenu et impôt sur les sociétés;3;3;0
230408;2012;Impôt sur le revenu et impôt sur les sociétés;0;0;0
230509;2012;Impôt sur le revenu et impôt sur les sociétés;3;3;0
300109;2012;Impôt sur les sociétés;0;0;0
300110;2012;Impôt sur les sociétés;0;0;0
300207;2012;Impôt sur les sociétés;0;0;0
300208;2012;Impôt sur les sociétés;5;5;0
300209;2012;Impôt sur les sociétés;5;5;0
300211;2012;Impôt sur les sociétés;40;40;0
300302;2012;Impôt sur les sociétés;0;0;0
300303;2012;Impôt sur les sociétés;0;0;0
310201;2012;Impôt sur les sociétés;0;0;0
310204;2012;Impôt sur les sociétés;0;0;0
320105;2012;Impôt sur les sociétés;10;10;0
320108;2012;Impôt sur les sociétés;3;3;0
320111;2012;Impôt sur les sociétés;0;0;0
320115;2012;Impôt sur les sociétés;10;10;0
320122;2012;Impôt sur les sociétés;6;6;0
320126;2012;Impôt sur les sociétés;0;0;0
320131;2012;Impôt sur les sociétés;0;0;0
400301;2012;Autres impôts directs;0;0;0
420106;2012;Autres impôts directs;1;1;0
500101;2012;Droits d'enregistrement et de timbre;1;1;0
510101;2012;Droits d'enregistrement et de timbre;0;0;0
520105;2012;Droits d'enregistrement et de timbre;0;0;0
520110;2012;Droits d'enregistrement et de timbre;500;500;0
520111;2012;Droits d'enregistrement et de timbre;0;0;0
520114;2012;Droits d'enregistrement et de timbre;0;0;0
520116;2012;Droits d'enregistrement et de timbre;0;0;0
520118;2012;Droits d'enregistrement et de timbre;2;2;0
520121;2012;Droits d'enregistrement et de timbre;55;55;0
520122;2012;Droits d'enregistrement et de timbre;0;0;0
520302;2012;Droits d'enregistrement et de timbre;0;0;0
530101;2012;Droits d'enregistrement et de timbre;0;0;0
530202;2012;Droits d'enregistrement et de timbre;10;10;0
530207;2012;Droits d'enregistrement et de timbre;0;0;0
530209;2012;Droits d'enregistrement et de timbre;0;0;0
530211;2012;Droits d'enregistrement et de timbre;0;0;0
540101;2012;Droits d'enregistrement et de timbre;0;0;0
550101;2012;Droits d'enregistrement et de timbre;0;0;0
550102;2012;Droits d'enregistrement et de timbre;0;0;0
570202;2012;Droits d'enregistrement et de timbre;0;0;0
570204;2012;Droits d'enregistrement et de timbre;0;0;0
700102;2012;Taxe sur la valeur ajoutée;1;1;0
710104;2012;Taxe sur la valeur ajoutée;100;100;0
720202;2012;Taxe sur la valeur ajoutée;0;0;0
720203;2012;Taxe sur la valeur ajoutée;1;1;0
730220;2012;Taxe sur la valeur ajoutée;10;10;0
740105;2012;Taxe sur la valeur ajoutée;133;133;0
800111;2012;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800114;2012;TICPE / produits énergétiques hors gaz et charbons;3;3;0
800204;2012;TICPE / produits énergétiques hors gaz et charbons;0;0;0
800302;2012;TICPE / produits énergétiques hors gaz et charbons;1;1;0
800406;2012;TICPE / produits énergétiques hors gaz et charbons;0;0;0
820102;2012;TICFE / électricité;6;6;0
920201;2012;Autres droits;0;0;0
920202;2012;Autres droits;0;0;0
920301;2012;Autres droits;5;5;0
950102;2012;Autres droits;53;53;0
970101;2012;Autres droits;0;0;0
040103;2012;Impôts locaux;1;1;0
050107;2012;Impôts locaux;0;0;0
050201;2012;Impôts locaux;70;70;0
050203;2012;Impôts locaux;3;3;0
070203;2012;Impôts locaux;29;29;0
090103;2012;Impôts locaux;0;0;0
090104;2012;Impôts locaux;5;5;0
090108;2012;Impôts locaux;12;12;0
090201;2012;Impôts locaux;1;1;0
160403;2012;Impôt sur le revenu;0;0;0
160405;2012;Impôt sur le revenu;0;0;0
190203;2012;Impôt sur le revenu;10;10;0
190206;2012;Impôt sur le revenu;20;20;0
520207;2012;Droits d'enregistrement et de timbre;1;1;0
520208;2012;Droits d'enregistrement et de timbre;2;2;0
120308;2012;Impôt sur le revenu;0;0;0
100105;2013;Impôt sur le revenu;1;1;0
100114;2013;Impôt sur le revenu;8;8;0
100202;2013;Impôt sur le revenu;6;6;0
110205;2013;Impôt sur le revenu;10;10;0
110215;2013;Impôt sur le revenu;235;235;0
110226;2013;Impôt sur le revenu;6;6;0
110227;2013;Impôt sur le revenu;2460;2460;0
110229;2013;Impôt sur le revenu;2;2;0
110233;2013;Impôt sur le revenu;0;0;0
110234;2013;Impôt sur le revenu;5;5;0
110239;2013;Impôt sur le revenu;0;0;0
110240;2013;Impôt sur le revenu;12;12;0
110241;2013;Impôt sur le revenu;0;0;0
110243;2013;Impôt sur le revenu;0;0;0
110248;2013;Impôt sur le revenu;0;0;0
110251;2013;Impôt sur le revenu;620;620;0
110257;2013;Impôt sur le revenu;0;0;0
120101;2013;Impôt sur le revenu;1;1;0
120104;2013;Impôt sur le revenu;0;0;0
120113;2013;Impôt sur le revenu;100;100;0
120116;2013;Impôt sur le revenu;5;5;0
120121;2013;Impôt sur le revenu;0;0;0
120126;2013;Impôt sur le revenu;200;200;0
120133;2013;Impôt sur le revenu;8;8;0
120139;2013;Impôt sur le revenu;0;0;0
120143;2013;Impôt sur le revenu;0;0;0
120207;2013;Impôt sur le revenu;1;1;0
120208;2013;Impôt sur le revenu;0;0;0
120301;2013;Impôt sur le revenu;0;0;0
120307;2013;Impôt sur le revenu;0;0;0
140110;2013;Impôt sur le revenu;0;0;0
140120;2013;Impôt sur le revenu;10;10;0
140124;2013;Impôt sur le revenu;0;0;0
140125;2013;Impôt sur le revenu;6;6;0
140308;2013;Impôt sur le revenu;0;0;0
150403;2013;Impôt sur le revenu;0;0;0
150405;2013;Impôt sur le revenu;5;5;0
150706;2013;Impôt sur le revenu;0;0;0
150710;2013;Impôt sur le revenu;0;0;0
160103;2013;Impôt sur le revenu;0;0;0
160203;2013;Impôt sur le revenu;1;1;0
160406;2013;Impôt sur le revenu;1;1;0
170501;2013;Impôt sur le revenu;1;1;0
180105;2013;Impôt sur le revenu;2;2;0
180305;2013;Impôt sur le revenu;0;0;0
