millesime,case,sum,label,ntot
2022,_911528,458887274,TOTAL - TICFE Quantités - Récapitulatif,3106
2023,_911528,433030532,TOTAL - TICFE Quantités - Récapitulatif,3215
2024,_911528,464426404,TOTAL - TICFE Quantités - Récapitulatif,3234
2025,_911528,344139083,TOTAL - TICFE Quantités - Récapitulatif,2057
2022,_911529,2244854341,TOTAL - TICFE Montants - Récapitulatif,3106
2023,_911529,459694162,TOTAL - TICFE Montants - Récapitulatif,3215
2024,_911529,4853930164,TOTAL - TICFE Montants - Récapitulatif,3234
2025,_911529,6596799496,TOTAL - TICFE Montants - Récapitulatif,2057
2022,_911530,388607968,TOTAL - TICGN Quantités - Récapitulatif,3106
2023,_911530,358165570,TOTAL - TICGN Quantités - Récapitulatif,3215
2024,_911530,362303380,TOTAL - TICGN Quantités - Récapitulatif,3234
2025,_911530,262366955,TOTAL - TICGN Quantités - Récapitulatif,2057
2022,_911531,2117135196,TOTAL - TICGN Montants - Récapitulatif,3106
2023,_911531,1842941080,TOTAL - TICGN Montants - Récapitulatif,3215
2024,_911531,3228147581,TOTAL - TICGN Montants - Récapitulatif,3234
2025,_911531,2733532146,TOTAL - TICGN Montants - Récapitulatif,2057
2022,_911532,16060386,TOTAL - TICC Quantités - Récapitulatif,3106
2023,_911532,12568171,TOTAL - TICC Quantités - Récapitulatif,3215
2024,_911532,4843445,TOTAL - TICC Quantités - Récapitulatif,3234
2025,_911532,3311125,TOTAL - TICC Quantités - Récapitulatif,2057
2022,_911533,5479238,TOTAL - TICC Montants - Récapitulatif,3106
2023,_911533,3506543,TOTAL - TICC Montants - Récapitulatif,3215
2024,_911533,4647056,TOTAL - TICC Montants - Récapitulatif,3234
2025,_911533,3286364,TOTAL - TICC Montants - Récapitulatif,2057
2022,_911534,4367468775,TOTAL - TIC à payer - Récapitulatif,3106
2023,_911534,2306141785,TOTAL - TIC à payer - Récapitulatif,3215
2024,_911534,8086724801,TOTAL - TIC à payer - Récapitulatif,3234
2025,_911534,9499426429,TOTAL - TIC à payer - Récapitulatif,2057
2022,_912993,0,Transport collectif routier de personnes - TICFE_Taux réduits_Quantité,3106
2023,_912993,0,Transport collectif routier de personnes - TICFE_Taux réduits_Quantité,3215
2024,_912993,20964.845,Transport collectif routier de personnes - TICFE_Taux réduits_Quantité,3234
2025,_912993,28810.166,Transport collectif routier de personnes - TICFE_Taux réduits_Quantité,2057
2022,_912994,0,Transport collectif routier de personnes - TICFE_Taux réduits_Montant,3106
2023,_912994,0,Transport collectif routier de personnes - TICFE_Taux réduits_Montant,3215
2024,_912994,10482.42,Transport collectif routier de personnes - TICFE_Taux réduits_Montant,3234
2025,_912994,14405.08,Transport collectif routier de personnes - TICFE_Taux réduits_Montant,2057
2022,_912995,0,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Quantité",3106
2023,_912995,0,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Quantité",3215
2024,_912995,48980.28,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Quantité",3234
2025,_912995,48636.24,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Quantité",2057
2022,_912996,0,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Montant",3106
2023,_912996,0,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Montant",3215
2024,_912996,24490.14,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Montant",3234
2025,_912996,24318.12,"Consommations pour la manutention portuaire dont le niveau minimal d électro-intensité est de 0,5 % - TICFE_Taux réduits_Montant",2057
2022,_912998,0,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Quantité",3106
2023,_912998,0,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Quantité",3215
2024,_912998,161694818,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Quantité",3234
2025,_912998,41213842,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Quantité",2057
2022,_912999,0,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Montant",3106
2023,_912999,0,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Montant",3215
2024,_912999,2646944170.66,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Montant",3234
2025,_912999,674670593.54,"Usage combustible - Tarif à 16,37 €/MWh - TICGN - Taux pleins_Montant",2057
2022,_913035,0,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Quantité",3106
2023,_913035,0,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Quantité",3215
2024,_913035,140921212.693,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Quantité",3234
2025,_913035,70081475.356,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Quantité",2057
2022,_913036,0,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Montant",3106
2023,_913036,0,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Montant",3215
2024,_913036,2959345466.81,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Montant",3234
2025,_913036,1471710982.65,"Tarif à 21,00 € / MWh_TICFE_Tarifs pleins _ Montant",2057
2022,_913037,0,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Quantité",3106
2023,_913037,0,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Quantité",3215
2024,_913037,83344063.568,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Quantité",3234
2025,_913037,18691451.028,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Quantité",2057
2022,_913038,0,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Montant",3106
2023,_913038,0,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Montant",3215
2024,_913038,1708553303.52,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Montant",3234
2025,_913038,383174746.32,"Tarif à 20,50 € / MWh_TICFE_Tarifs pleins _ Montant",2057
2022,_914195,0,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Quantité",3106
2023,_914195,0,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Quantité",3215
2024,_914195,0,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Quantité",3234
2025,_914195,88274133.308,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Quantité",2057
2022,_914196,0,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Montant",3106
2023,_914196,0,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Montant",3215
2024,_914196,0,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Montant",3234
2025,_914196,2974838292.5,"Tarif à 33,70 €/MWh - Accise électricité - Tarifs pleins - Montant",2057
2022,_914197,0,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Quantité",3106
2023,_914197,0,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Quantité",3215
2024,_914197,0,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Quantité",3234
2025,_914197,22171603.884,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Quantité",2057
2022,_914198,0,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Montant",3106
2023,_914198,0,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Montant",3215
2024,_914198,0,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Montant",3234
2025,_914198,581561169.95,"Tarif à 26,23 €/MWh - Accise électricité - Tarifs pleins - Montant",2057
2022,_914199,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Quantité,3106
2023,_914199,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Quantité,3215
2024,_914199,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Quantité,3234
2025,_914199,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Quantité,2057
2022,_914200,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Montant,3106
2023,_914200,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Montant,3215
2024,_914200,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Montant,3234
2025,_914200,0,Alimentation des aéronefs lors de leur stationnement sur les aérodromes ouverts à la circulation aérienne publique utilisés pour les besoins des activités non économiques - Accise électricité - Tarifs réduits - Montant,2057
2022,_914201,0,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",3106
2023,_914201,0,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",3215
2024,_914201,0,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",3234
2025,_914201,112055069,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",2057
2022,_914202,0,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3106
2023,_914202,0,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3215
2024,_914202,0,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3234
2025,_914202,1922864984.04,"Usage combustible : tarif à 17,16 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",2057
2022,_914203,0,Secteurs aéronautique et naval - Accise gaz naturels - Quantités exonérées,3106
2023,_914203,0,Secteurs aéronautique et naval - Accise gaz naturels - Quantités exonérées,3215
2024,_914203,0,Secteurs aéronautique et naval - Accise gaz naturels - Quantités exonérées,3234
2022,_914204,0,Navigation intérieure à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,3106
2023,_914204,0,Navigation intérieure à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,3215
2024,_914204,0,Navigation intérieure à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,3234
2025,_914204,0,Navigation intérieure à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,2057
2022,_914205,0,Navigation maritime à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,3106
2023,_914205,0,Navigation maritime à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,3215
2024,_914205,0,Navigation maritime à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,3234
2025,_914205,2308375,Navigation maritime à des fins commerciales ou pour les besoins des autorités publiques - Accise gaz naturels - Quantités exonérées,2057
2022,_914206,0,Navigation aérienne pour les besoins des prestations de services et ceux des autorités publiques - Accise gaz naturels - Quantités exonérées,3106
2023,_914206,0,Navigation aérienne pour les besoins des prestations de services et ceux des autorités publiques - Accise gaz naturels - Quantités exonérées,3215
2024,_914206,0,Navigation aérienne pour les besoins des prestations de services et ceux des autorités publiques - Accise gaz naturels - Quantités exonérées,3234
2025,_914206,0,Navigation aérienne pour les besoins des prestations de services et ceux des autorités publiques - Accise gaz naturels - Quantités exonérées,2057
2022,_914207,0,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Quantité",3106
2023,_914207,0,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Quantité",3215
2024,_914207,0,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Quantité",3234
2025,_914207,508985,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Quantité",2057
2022,_914208,0,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Montant",3106
2023,_914208,0,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Montant",3215
2024,_914208,0,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Montant",3234
2025,_914208,2234444.15,"Installations intensives en énergie soumises au SEQE-IF de l UE : tarif à 4,39 €/MWh - Accise charbons - Tarifs réduits - Montant",2057
2022,_914374,0,"Tarif à 29,98 €/MWh - Accise électricité - Tarifs pleins - Quantité",3106
2023,_914374,0,"Tarif à 29,98 €/MWh - Accise électricité - Tarifs pleins - Quantité",3215
2024,_914374,0,"Tarif à 29,98 €/MWh - Accise électricité - Tarifs pleins - Quantité",3234
2025,_914374,14723689.29,"Tarif à 29,98 €/MWh - Accise électricité - Tarifs pleins - Quantité",2057
2022,_914375,0,"Tarif à 29,98 €/MWh : fraction à 25,09 €/MWh - Accise électricité - Tarifs pleins - Montant",3106
2023,_914375,0,"Tarif à 29,98 €/MWh : fraction à 25,09 €/MWh - Accise électricité - Tarifs pleins - Montant",3215
2024,_914375,0,"Tarif à 29,98 €/MWh : fraction à 25,09 €/MWh - Accise électricité - Tarifs pleins - Montant",3234
2025,_914375,369417364.27,"Tarif à 29,98 €/MWh : fraction à 25,09 €/MWh - Accise électricité - Tarifs pleins - Montant",2057
2022,_914376,0,"Tarif à 29,98 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",3106
2023,_914376,0,"Tarif à 29,98 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",3215
2024,_914376,0,"Tarif à 29,98 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",3234
2025,_914376,71998840.67,"Tarif à 29,98 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",2057
2022,_914377,0,"Tarif à 25,79 €/MWh - Accise électricité - Tarifs pleins - Quantité",3106
2023,_914377,0,"Tarif à 25,79 €/MWh - Accise électricité - Tarifs pleins - Quantité",3215
2024,_914377,0,"Tarif à 25,79 €/MWh - Accise électricité - Tarifs pleins - Quantité",3234
2025,_914377,13850783.326,"Tarif à 25,79 €/MWh - Accise électricité - Tarifs pleins - Quantité",2057
2022,_914378,0,"Tarif à 25,79 €/MWh : fraction à 20,90 €/MWh - Accise électricité - Tarifs pleins - Montant",3106
2023,_914378,0,"Tarif à 25,79 €/MWh : fraction à 20,90 €/MWh - Accise électricité - Tarifs pleins - Montant",3215
2024,_914378,0,"Tarif à 25,79 €/MWh : fraction à 20,90 €/MWh - Accise électricité - Tarifs pleins - Montant",3234
2025,_914378,289481371.58,"Tarif à 25,79 €/MWh : fraction à 20,90 €/MWh - Accise électricité - Tarifs pleins - Montant",2057
2022,_914379,0,"Tarif à 25,79 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",3106
2023,_914379,0,"Tarif à 25,79 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",3215
2024,_914379,0,"Tarif à 25,79 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",3234
2025,_914379,67730330.44,"Tarif à 25,79 €/MWh : majoration à 4,89 €/MWh - Accise électricité - Tarifs pleins - Montant",2057
2022,_914380,0,Régularisation majoration accise ZNI - Accise électricité - Tarifs pleins - Montant,3106
2023,_914380,0,Régularisation majoration accise ZNI - Accise électricité - Tarifs pleins - Montant,3215
2024,_914380,0,Régularisation majoration accise ZNI - Accise électricité - Tarifs pleins - Montant,3234
2025,_914380,1053.86,Régularisation majoration accise ZNI - Accise électricité - Tarifs pleins - Montant,2057
2022,_914381,0,Total hors majoration accise ZNI - Accise électricité - Tarifs pleins,3106
2023,_914381,0,Total hors majoration accise ZNI - Accise électricité - Tarifs pleins,3215
2024,_914381,0,Total hors majoration accise ZNI - Accise électricité - Tarifs pleins,3234
2025,_914381,2016590574,Total hors majoration accise ZNI - Accise électricité - Tarifs pleins,2057
2022,_914382,0,Total majoration accise ZNI - Accise électricité - Tarifs pleins,3106
2023,_914382,0,Total majoration accise ZNI - Accise électricité - Tarifs pleins,3215
2024,_914382,0,Total majoration accise ZNI - Accise électricité - Tarifs pleins,3234
2025,_914382,139728116,Total majoration accise ZNI - Accise électricité - Tarifs pleins,2057
2022,_914383,0,Régularisations fiscales : augmentation majoration accise ZNI - Accise électricité,3106
2023,_914383,0,Régularisations fiscales : augmentation majoration accise ZNI - Accise électricité,3215
2024,_914383,0,Régularisations fiscales : augmentation majoration accise ZNI - Accise électricité,3234
2025,_914383,0,Régularisations fiscales : augmentation majoration accise ZNI - Accise électricité,2057
2022,_914384,0,Régularisations fiscales : diminution majoration accise ZNI - Accise électricité,3106
2023,_914384,0,Régularisations fiscales : diminution majoration accise ZNI - Accise électricité,3215
2024,_914384,0,Régularisations fiscales : diminution majoration accise ZNI - Accise électricité,3234
2025,_914384,342,Régularisations fiscales : diminution majoration accise ZNI - Accise électricité,2057
2022,_914385,0,Total accise hors majoration - Accise électricité,3106
2023,_914385,0,Total accise hors majoration - Accise électricité,3215
2024,_914385,0,Total accise hors majoration - Accise électricité,3234
2025,_914385,1964108397,Total accise hors majoration - Accise électricité,2057
2022,_914386,0,Total majoration accise ZNI - Accise électricité,3106
2023,_914386,0,Total majoration accise ZNI - Accise électricité,3215
2024,_914386,0,Total majoration accise ZNI - Accise électricité,3234
2025,_914386,139727774,Total majoration accise ZNI - Accise électricité,2057
2022,_914387,0,"Tarif à 15,43 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",3106
2023,_914387,0,"Tarif à 15,43 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",3215
2024,_914387,0,"Tarif à 15,43 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",3234
2025,_914387,5333244,"Tarif à 15,43 €/MWh - Accise gaz naturels - Tarifs pleins - Quantité",2057
2022,_914388,0,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3106
2023,_914388,0,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3215
2024,_914388,0,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3234
2025,_914388,56212391.76,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",2057
2022,_914389,0,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3106
2023,_914389,0,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3215
2024,_914389,0,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",3234
2025,_914389,26079563.16,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise gaz naturels - Tarifs pleins - Montant",2057
2022,_914390,0,Total hors majoration accise ZNI - Accise gaz naturels - Tarifs pleins,3106
2023,_914390,0,Total hors majoration accise ZNI - Accise gaz naturels - Tarifs pleins,3215
2024,_914390,0,Total hors majoration accise ZNI - Accise gaz naturels - Tarifs pleins,3234
2025,_914390,485952672,Total hors majoration accise ZNI - Accise gaz naturels - Tarifs pleins,2057
2022,_914391,0,Total majoration accise ZNI - Accise gaz naturels - Tarifs pleins,3106
2023,_914391,0,Total majoration accise ZNI - Accise gaz naturels - Tarifs pleins,3215
2024,_914391,0,Total majoration accise ZNI - Accise gaz naturels - Tarifs pleins,3234
2025,_914391,26079562,Total majoration accise ZNI - Accise gaz naturels - Tarifs pleins,2057
2022,_914393,0,Régularisations fiscales : diminution majoration accise ZNI - Accise gaz naturels,3106
2023,_914393,0,Régularisations fiscales : diminution majoration accise ZNI - Accise gaz naturels,3215
2024,_914393,0,Régularisations fiscales : diminution majoration accise ZNI - Accise gaz naturels,3234
2022,_914394,0,Total accise hors majoration - Accise gaz naturels,3106
2023,_914394,0,Total accise hors majoration - Accise gaz naturels,3215
2024,_914394,0,Total accise hors majoration - Accise gaz naturels,3234
2025,_914394,484738838,Total accise hors majoration - Accise gaz naturels,2057
2022,_914395,0,Total majoration accise ZNI - Accise gaz naturels,3106
2023,_914395,0,Total majoration accise ZNI - Accise gaz naturels,3215
2024,_914395,0,Total majoration accise ZNI - Accise gaz naturels,3234
2025,_914395,26079513,Total majoration accise ZNI - Accise gaz naturels,2057
2022,_914396,0,"Tarif à 15,43 €/MWh - Accise charbons - Tarifs pleins - Quantité",3106
2023,_914396,0,"Tarif à 15,43 €/MWh - Accise charbons - Tarifs pleins - Quantité",3215
2024,_914396,0,"Tarif à 15,43 €/MWh - Accise charbons - Tarifs pleins - Quantité",3234
2022,_914397,0,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise charbons - Tarifs pleins - Montant",3106
2023,_914397,0,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise charbons - Tarifs pleins - Montant",3215
2024,_914397,0,"Tarif à 15,43 €/MWh : fraction à 10,54 €/MWh - Accise charbons - Tarifs pleins - Montant",3234
2022,_914398,0,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise charbons - Tarifs pleins - Montant",3106
2023,_914398,0,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise charbons - Tarifs pleins - Montant",3215
2024,_914398,0,"Tarif à 15,43 €/MWh : majoration à 4,89 €/MWh - Accise charbons - Tarifs pleins - Montant",3234
2022,_914399,0,Total hors majoration accise ZNI - Accise charbons - Tarifs pleins,3106
2023,_914399,0,Total hors majoration accise ZNI - Accise charbons - Tarifs pleins,3215
2024,_914399,0,Total hors majoration accise ZNI - Accise charbons - Tarifs pleins,3234
2025,_914399,249670,Total hors majoration accise ZNI - Accise charbons - Tarifs pleins,2057
2022,_914400,0,Total majoration accise ZNI - Accise charbons - Tarifs pleins,3106
2023,_914400,0,Total majoration accise ZNI - Accise charbons - Tarifs pleins,3215
2024,_914400,0,Total majoration accise ZNI - Accise charbons - Tarifs pleins,3234
2022,_914403,0,Total accise hors majoration - Accise charbons,3106
2023,_914403,0,Total accise hors majoration - Accise charbons,3215
2024,_914403,0,Total accise hors majoration - Accise charbons,3234
2025,_914403,996603,Total accise hors majoration - Accise charbons,2057
2022,_914404,0,Total majoration accise ZNI - Accise charbons,3106
2023,_914404,0,Total majoration accise ZNI - Accise charbons,3215
2024,_914404,0,Total majoration accise ZNI - Accise charbons,3234
2022,_914405,0,Total majoration accise ZNI - Accise électricité - Récapitulatif,3106
2023,_914405,0,Total majoration accise ZNI - Accise électricité - Récapitulatif,3215
2024,_914405,0,Total majoration accise ZNI - Accise électricité - Récapitulatif,3234
2025,_914405,139727774,Total majoration accise ZNI - Accise électricité - Récapitulatif,2057
2022,_914406,0,Total majoration accise ZNI - Accise gaz naturels - Récapitulatif,3106
2023,_914406,0,Total majoration accise ZNI - Accise gaz naturels - Récapitulatif,3215
2024,_914406,0,Total majoration accise ZNI - Accise gaz naturels - Récapitulatif,3234
2025,_914406,26079513,Total majoration accise ZNI - Accise gaz naturels - Récapitulatif,2057
2022,_914407,0,Total majoration accise ZNI - Accise charbons - Récapitulatif,3106
2023,_914407,0,Total majoration accise ZNI - Accise charbons - Récapitulatif,3215
2024,_914407,0,Total majoration accise ZNI - Accise charbons - Récapitulatif,3234
